id	category	title	words1	words2	words3
010	strenghts	A Multi-task Network with Weight Decay Skip Connection Training for Anomaly Detection in Retinal Fundus Images 	24	110	57
010	total		360	527	279
010	weakness	A Multi-task Network with Weight Decay Skip Connection Training for Anomaly Detection in Retinal Fundus Images 	217	115	80
011	contribution	A New Dataset and A Baseline Model for Breast Lesion Detection in Ultrasound Videos 	39	80	67
011	detailed	A New Dataset and A Baseline Model for Breast Lesion Detection in Ultrasound Videos 	218	52	229
011	justifictation	A New Dataset and A Baseline Model for Breast Lesion Detection in Ultrasound Videos 	22	23	22
011	repro	A New Dataset and A Baseline Model for Breast Lesion Detection in Ultrasound Videos 	1	39	13
011	strenghts	A New Dataset and A Baseline Model for Breast Lesion Detection in Ultrasound Videos 	29	43	12
011	total		329	261	363
011	weakness	A New Dataset and A Baseline Model for Breast Lesion Detection in Ultrasound Videos 	20	24	20
012	contribution	A Novel Deep Learning System for Breast Lesion Risk Stratification in Ultrasound Images 	103	85	56
012	detailed	A Novel Deep Learning System for Breast Lesion Risk Stratification in Ultrasound Images 	243	52	63
012	justifictation	A Novel Deep Learning System for Breast Lesion Risk Stratification in Ultrasound Images 	24	41	34
012	repro	A Novel Deep Learning System for Breast Lesion Risk Stratification in Ultrasound Images 	50	8	20
012	strenghts	A Novel Deep Learning System for Breast Lesion Risk Stratification in Ultrasound Images 	37	22	56
012	total		557	336	378
012	weakness	A Novel Deep Learning System for Breast Lesion Risk Stratification in Ultrasound Images 	100	128	149
013	contribution	A Novel Fusion Network for Morphological Analysis of Common Iliac Artery 	48	29	38
013	detailed	A Novel Fusion Network for Morphological Analysis of Common Iliac Artery 	118	79	61
013	justifictation	A Novel Fusion Network for Morphological Analysis of Common Iliac Artery 	32	28	22
013	repro	A Novel Fusion Network for Morphological Analysis of Common Iliac Artery 	8	24	13
013	strenghts	A Novel Fusion Network for Morphological Analysis of Common Iliac Artery 	34	25	49
013	total		302	211	210
013	weakness	A Novel Fusion Network for Morphological Analysis of Common Iliac Artery 	62	26	27
014	contribution	A Novel Knowledge Keeper Network for 7T-Free But 7T-Guided Brain Tissue Segmentation 	36	23	30
014	detailed	A Novel Knowledge Keeper Network for 7T-Free But 7T-Guided Brain Tissue Segmentation 	22	38	117
014	justifictation	A Novel Knowledge Keeper Network for 7T-Free But 7T-Guided Brain Tissue Segmentation 	5	11	7
014	repro	A Novel Knowledge Keeper Network for 7T-Free But 7T-Guided Brain Tissue Segmentation 	5	5	7
014	strenghts	A Novel Knowledge Keeper Network for 7T-Free But 7T-Guided Brain Tissue Segmentation 	7	19	40
014	total		166	203	318
014	weakness	A Novel Knowledge Keeper Network for 7T-Free But 7T-Guided Brain Tissue Segmentation 	91	107	117
015	contribution	A Penalty Approach for Normalizing Feature Distributions to Build Confounder-Free Models 	18	37	64
015	detailed	A Penalty Approach for Normalizing Feature Distributions to Build Confounder-Free Models 	412	74	1
015	justifictation	A Penalty Approach for Normalizing Feature Distributions to Build Confounder-Free Models 	22	25	41
015	repro	A Penalty Approach for Normalizing Feature Distributions to Build Confounder-Free Models 	14	5	12
015	strenghts	A Penalty Approach for Normalizing Feature Distributions to Build Confounder-Free Models 	42	24	48
015	total		648	272	300
015	weakness	A Penalty Approach for Normalizing Feature Distributions to Build Confounder-Free Models 	140	107	134
016	contribution	A Projection-Based K-space Transformer Network for Undersampled Radial MRI Reconstruction with Limited Training Subjects 	14	34	70
016	detailed	A Projection-Based K-space Transformer Network for Undersampled Radial MRI Reconstruction with Limited Training Subjects 	39	102	19
016	justifictation	A Projection-Based K-space Transformer Network for Undersampled Radial MRI Reconstruction with Limited Training Subjects 	12	12	42
016	repro	A Projection-Based K-space Transformer Network for Undersampled Radial MRI Reconstruction with Limited Training Subjects 	14	8	24
016	strenghts	A Projection-Based K-space Transformer Network for Undersampled Radial MRI Reconstruction with Limited Training Subjects 	31	33	29
016	total		131	223	232
016	weakness	A Projection-Based K-space Transformer Network for Undersampled Radial MRI Reconstruction with Limited Training Subjects 	21	34	48
017	contribution	A Robust Volumetric Transformer for Accurate 3D Tumor Segmentation 	84	27	40
017	detailed	A Robust Volumetric Transformer for Accurate 3D Tumor Segmentation 	88	23	54
017	justifictation	A Robust Volumetric Transformer for Accurate 3D Tumor Segmentation 	52	3	20
017	repro	A Robust Volumetric Transformer for Accurate 3D Tumor Segmentation 	7	5	12
017	strenghts	A Robust Volumetric Transformer for Accurate 3D Tumor Segmentation 	76	85	37
017	total		451	241	239
017	weakness	A Robust Volumetric Transformer for Accurate 3D Tumor Segmentation 	144	98	76
018	contribution	A Self-Guided Framework for Radiology Report Generation 	39	70	28
018	detailed	A Self-Guided Framework for Radiology Report Generation 	54	279	119
018	justifictation	A Self-Guided Framework for Radiology Report Generation 	19	10	28
018	repro	A Self-Guided Framework for Radiology Report Generation 	21	10	29
018	strenghts	A Self-Guided Framework for Radiology Report Generation 	39	32	43
018	total		202	714	268
018	weakness	A Self-Guided Framework for Radiology Report Generation 	30	313	21
019	contribution	A Sense of Direction in Biomedical Neural Networks 	122	80	74
019	detailed	A Sense of Direction in Biomedical Neural Networks 	493	190	158
019	justifictation	A Sense of Direction in Biomedical Neural Networks 	26	45	52
019	repro	A Sense of Direction in Biomedical Neural Networks 	12	32	31
019	strenghts	A Sense of Direction in Biomedical Neural Networks 	23	28	101
019	total		697	423	616
019	weakness	A Sense of Direction in Biomedical Neural Networks 	21	48	200
020	contribution	A Spatiotemporal Model for Precise and Efficient Fully-automatic 3D Motion Correction in OCT 	87	20	34
020	detailed	A Spatiotemporal Model for Precise and Efficient Fully-automatic 3D Motion Correction in OCT 	257	7	53
020	justifictation	A Spatiotemporal Model for Precise and Efficient Fully-automatic 3D Motion Correction in OCT 	75	11	33
020	repro	A Spatiotemporal Model for Precise and Efficient Fully-automatic 3D Motion Correction in OCT 	88	15	13
020	strenghts	A Spatiotemporal Model for Precise and Efficient Fully-automatic 3D Motion Correction in OCT 	90	35	23
020	total		727	185	172
020	weakness	A Spatiotemporal Model for Precise and Efficient Fully-automatic 3D Motion Correction in OCT 	130	97	16
021	contribution	A Transformer-Based Iterative Reconstruction Model for Sparse-View CT Reconstruction 	56	27	27
021	detailed	A Transformer-Based Iterative Reconstruction Model for Sparse-View CT Reconstruction 	173	30	113
021	justifictation	A Transformer-Based Iterative Reconstruction Model for Sparse-View CT Reconstruction 	39	22	55
021	repro	A Transformer-Based Iterative Reconstruction Model for Sparse-View CT Reconstruction 	18	16	2
021	strenghts	A Transformer-Based Iterative Reconstruction Model for Sparse-View CT Reconstruction 	23	36	25
021	total		445	170	289
021	weakness	A Transformer-Based Iterative Reconstruction Model for Sparse-View CT Reconstruction 	136	39	67
022	contribution	AANet: Artery-Aware Network for Pulmonary Embolism Detection in CTPA Images 	55	63	24
022	detailed	AANet: Artery-Aware Network for Pulmonary Embolism Detection in CTPA Images 	1	170	34
022	justifictation	AANet: Artery-Aware Network for Pulmonary Embolism Detection in CTPA Images 	5	39	37
022	repro	AANet: Artery-Aware Network for Pulmonary Embolism Detection in CTPA Images 	7	18	19
022	strenghts	AANet: Artery-Aware Network for Pulmonary Embolism Detection in CTPA Images 	34	43	32
022	total		193	503	265
022	weakness	AANet: Artery-Aware Network for Pulmonary Embolism Detection in CTPA Images 	91	170	119
023	contribution	Accelerated pseudo 3D dynamic speech MR imaging at 3T using unsupervised deep variational manifold learning 	33	43	31
023	detailed	Accelerated pseudo 3D dynamic speech MR imaging at 3T using unsupervised deep variational manifold learning 	63	62	110
023	justifictation	Accelerated pseudo 3D dynamic speech MR imaging at 3T using unsupervised deep variational manifold learning 	27	18	6
023	repro	Accelerated pseudo 3D dynamic speech MR imaging at 3T using unsupervised deep variational manifold learning 	6	15	18
023	strenghts	Accelerated pseudo 3D dynamic speech MR imaging at 3T using unsupervised deep variational manifold learning 	45	30	52
023	total		307	195	282
023	weakness	Accelerated pseudo 3D dynamic speech MR imaging at 3T using unsupervised deep variational manifold learning 	133	27	65
024	contribution	Accurate and Explainable Image-based Prediction Using a Lightweight Generative Model 	39	46	127
024	detailed	Accurate and Explainable Image-based Prediction Using a Lightweight Generative Model 	52	5	370
024	justifictation	Accurate and Explainable Image-based Prediction Using a Lightweight Generative Model 	39	40	148
024	repro	Accurate and Explainable Image-based Prediction Using a Lightweight Generative Model 	31	31	22
024	strenghts	Accurate and Explainable Image-based Prediction Using a Lightweight Generative Model 	47	81	91
024	total		242	471	1091
024	weakness	Accurate and Explainable Image-based Prediction Using a Lightweight Generative Model 	34	268	333
025	contribution	Accurate and Robust Lesion RECIST Diameter Prediction and Segmentation with Transformers 	134	87	47
025	detailed	Accurate and Robust Lesion RECIST Diameter Prediction and Segmentation with Transformers 	181	1075	230
025	justifictation	Accurate and Robust Lesion RECIST Diameter Prediction and Segmentation with Transformers 	35	109	31
025	repro	Accurate and Robust Lesion RECIST Diameter Prediction and Segmentation with Transformers 	42	202	1
025	strenghts	Accurate and Robust Lesion RECIST Diameter Prediction and Segmentation with Transformers 	31	51	19
025	total		464	1759	379
025	weakness	Accurate and Robust Lesion RECIST Diameter Prediction and Segmentation with Transformers 	41	235	51
026	contribution	Accurate Corresponding Fiber Tract Segmentation via FiberGeoMap Learner 	71	18	98
026	detailed	Accurate Corresponding Fiber Tract Segmentation via FiberGeoMap Learner 	263	179	500
026	justifictation	Accurate Corresponding Fiber Tract Segmentation via FiberGeoMap Learner 	8	11	47
026	repro	Accurate Corresponding Fiber Tract Segmentation via FiberGeoMap Learner 	1	1	12
026	strenghts	Accurate Corresponding Fiber Tract Segmentation via FiberGeoMap Learner 	68	11	80
026	total		439	379	744
026	weakness	Accurate Corresponding Fiber Tract Segmentation via FiberGeoMap Learner 	28	159	7
027	contribution	ACT: Semi-supervised Domain-adaptive Medical Image Segmentation with Asymmetric Co-Training 	37	122	69
027	detailed	ACT: Semi-supervised Domain-adaptive Medical Image Segmentation with Asymmetric Co-Training 	24	109	46
027	justifictation	ACT: Semi-supervised Domain-adaptive Medical Image Segmentation with Asymmetric Co-Training 	18	53	49
027	repro	ACT: Semi-supervised Domain-adaptive Medical Image Segmentation with Asymmetric Co-Training 	3	24	14
027	strenghts	ACT: Semi-supervised Domain-adaptive Medical Image Segmentation with Asymmetric Co-Training 	42	56	68
027	total		197	615	434
027	weakness	ACT: Semi-supervised Domain-adaptive Medical Image Segmentation with Asymmetric Co-Training 	73	251	188
028	contribution	Adaptation of Surgical Activity Recognition Models Across Operating Rooms 	11	156	46
028	detailed	Adaptation of Surgical Activity Recognition Models Across Operating Rooms 	41	127	22
028	justifictation	Adaptation of Surgical Activity Recognition Models Across Operating Rooms 	131	35	16
028	repro	Adaptation of Surgical Activity Recognition Models Across Operating Rooms 	10	23	33
028	strenghts	Adaptation of Surgical Activity Recognition Models Across Operating Rooms 	17	26	12
028	total		230	390	190
028	weakness	Adaptation of Surgical Activity Recognition Models Across Operating Rooms 	20	23	61
029	contribution	Adapting the Mean Teacher for keypoint-based lung registration under geometric domain shifts 	58	43	22
029	detailed	Adapting the Mean Teacher for keypoint-based lung registration under geometric domain shifts 	50	51	72
029	justifictation	Adapting the Mean Teacher for keypoint-based lung registration under geometric domain shifts 	15	17	32
029	repro	Adapting the Mean Teacher for keypoint-based lung registration under geometric domain shifts 	6	10	11
029	strenghts	Adapting the Mean Teacher for keypoint-based lung registration under geometric domain shifts 	28	47	52
029	total		567	266	202
029	weakness	Adapting the Mean Teacher for keypoint-based lung registration under geometric domain shifts 	410	98	13
030	contribution	Adaptive 3D Localization of 2D Freehand Ultrasound Brain Images 	21	42	30
030	detailed	Adaptive 3D Localization of 2D Freehand Ultrasound Brain Images 	176	72	81
030	justifictation	Adaptive 3D Localization of 2D Freehand Ultrasound Brain Images 	16	22	44
030	repro	Adaptive 3D Localization of 2D Freehand Ultrasound Brain Images 	1	4	21
030	strenghts	Adaptive 3D Localization of 2D Freehand Ultrasound Brain Images 	18	49	80
030	total		244	294	459
030	weakness	Adaptive 3D Localization of 2D Freehand Ultrasound Brain Images 	12	105	203
031	contribution	AdaTriplet: Adaptive Gradient Triplet Loss with Automatic Margin Learning for Forensic Medical Image Matching 	56	36	81
031	detailed	AdaTriplet: Adaptive Gradient Triplet Loss with Automatic Margin Learning for Forensic Medical Image Matching 	74	34	72
031	justifictation	AdaTriplet: Adaptive Gradient Triplet Loss with Automatic Margin Learning for Forensic Medical Image Matching 	18	17	84
031	repro	AdaTriplet: Adaptive Gradient Triplet Loss with Automatic Margin Learning for Forensic Medical Image Matching 	5	8	21
031	strenghts	AdaTriplet: Adaptive Gradient Triplet Loss with Automatic Margin Learning for Forensic Medical Image Matching 	43	54	35
031	total		230	223	643
031	weakness	AdaTriplet: Adaptive Gradient Triplet Loss with Automatic Margin Learning for Forensic Medical Image Matching 	34	74	350
032	contribution	Addressing Class Imbalance in Semi-supervised Image Segmentation: A Study on Cardiac MRI 	67	16	55
032	detailed	Addressing Class Imbalance in Semi-supervised Image Segmentation: A Study on Cardiac MRI 	66	92	95
032	justifictation	Addressing Class Imbalance in Semi-supervised Image Segmentation: A Study on Cardiac MRI 	39	81	19
032	repro	Addressing Class Imbalance in Semi-supervised Image Segmentation: A Study on Cardiac MRI 	12	12	13
032	strenghts	Addressing Class Imbalance in Semi-supervised Image Segmentation: A Study on Cardiac MRI 	40	34	48
032	total		373	267	257
032	weakness	Addressing Class Imbalance in Semi-supervised Image Segmentation: A Study on Cardiac MRI 	149	32	27
033	contribution	Adversarial Consistency for Single Domain Generalization in Medical Image Segmentation 	55	51	58
033	detailed	Adversarial Consistency for Single Domain Generalization in Medical Image Segmentation 	88	120	28
033	justifictation	Adversarial Consistency for Single Domain Generalization in Medical Image Segmentation 	19	28	10
033	repro	Adversarial Consistency for Single Domain Generalization in Medical Image Segmentation 	37	16	8
033	strenghts	Adversarial Consistency for Single Domain Generalization in Medical Image Segmentation 	60	11	57
033	total		293	472	230
033	weakness	Adversarial Consistency for Single Domain Generalization in Medical Image Segmentation 	34	246	69
034	contribution	Adversarially Robust Prototypical Few-shot Segmentation with Neural-ODEs 	18	57	57
034	detailed	Adversarially Robust Prototypical Few-shot Segmentation with Neural-ODEs 	32	17	38
034	justifictation	Adversarially Robust Prototypical Few-shot Segmentation with Neural-ODEs 	4	6	32
034	repro	Adversarially Robust Prototypical Few-shot Segmentation with Neural-ODEs 	9	8	20
034	strenghts	Adversarially Robust Prototypical Few-shot Segmentation with Neural-ODEs 	29	60	38
034	total		555	209	285
034	weakness	Adversarially Robust Prototypical Few-shot Segmentation with Neural-ODEs 	463	61	100
035	contribution	Agent with Tangent-based Formulation and Anatomical Perception for Standard Plane Localization in 3D Ultrasound 	81	60	37
035	detailed	Agent with Tangent-based Formulation and Anatomical Perception for Standard Plane Localization in 3D Ultrasound 	121	118	46
035	justifictation	Agent with Tangent-based Formulation and Anatomical Perception for Standard Plane Localization in 3D Ultrasound 	8	115	39
035	repro	Agent with Tangent-based Formulation and Anatomical Perception for Standard Plane Localization in 3D Ultrasound 	33	28	12
035	strenghts	Agent with Tangent-based Formulation and Anatomical Perception for Standard Plane Localization in 3D Ultrasound 	72	69	59
035	total		501	457	355
035	weakness	Agent with Tangent-based Formulation and Anatomical Perception for Standard Plane Localization in 3D Ultrasound 	186	67	162
036	contribution	Aggregative Self-Supervised Feature Learning from Limited Medical Images 	80	55	76
036	detailed	Aggregative Self-Supervised Feature Learning from Limited Medical Images 	162	141	128
036	justifictation	Aggregative Self-Supervised Feature Learning from Limited Medical Images 	21	57	86
036	repro	Aggregative Self-Supervised Feature Learning from Limited Medical Images 	19	14	14
036	strenghts	Aggregative Self-Supervised Feature Learning from Limited Medical Images 	31	53	48
036	total		323	443	382
036	weakness	Aggregative Self-Supervised Feature Learning from Limited Medical Images 	10	123	30
037	contribution	An Accurate Unsupervised Liver Lesion Detection Method Using Pseudo-Lesions 	82	145	52
037	detailed	An Accurate Unsupervised Liver Lesion Detection Method Using Pseudo-Lesions 	140	129	92
037	justifictation	An Accurate Unsupervised Liver Lesion Detection Method Using Pseudo-Lesions 	38	18	41
037	repro	An Accurate Unsupervised Liver Lesion Detection Method Using Pseudo-Lesions 	31	17	28
037	strenghts	An Accurate Unsupervised Liver Lesion Detection Method Using Pseudo-Lesions 	46	44	58
037	total		480	574	320
037	weakness	An Accurate Unsupervised Liver Lesion Detection Method Using Pseudo-Lesions 	143	221	49
038	contribution	An adaptive network with extragradient for diffusion MRI-based microstructure estimation 	35	66	36
038	detailed	An adaptive network with extragradient for diffusion MRI-based microstructure estimation 	106	247	86
038	justifictation	An adaptive network with extragradient for diffusion MRI-based microstructure estimation 	25	18	31
038	repro	An adaptive network with extragradient for diffusion MRI-based microstructure estimation 	4	41	23
038	strenghts	An adaptive network with extragradient for diffusion MRI-based microstructure estimation 	34	42	42
038	total		217	476	293
038	weakness	An adaptive network with extragradient for diffusion MRI-based microstructure estimation 	13	62	75
039	contribution	An Advanced Deep Learning Framework for Video-based Diagnosis of ASD 	30	50	77
039	detailed	An Advanced Deep Learning Framework for Video-based Diagnosis of ASD 	20	146	29
039	justifictation	An Advanced Deep Learning Framework for Video-based Diagnosis of ASD 	36	14	39
039	repro	An Advanced Deep Learning Framework for Video-based Diagnosis of ASD 	9	1	21
039	strenghts	An Advanced Deep Learning Framework for Video-based Diagnosis of ASD 	9	25	34
039	total		152	270	354
039	weakness	An Advanced Deep Learning Framework for Video-based Diagnosis of ASD 	48	34	154
040	contribution	An End-to-End Combinatorial Optimization Method for R-band Chromosome Recognition with Grouping Guided Attention 	62	91	36
040	detailed	An End-to-End Combinatorial Optimization Method for R-band Chromosome Recognition with Grouping Guided Attention 	28	19	82
040	justifictation	An End-to-End Combinatorial Optimization Method for R-band Chromosome Recognition with Grouping Guided Attention 	61	26	38
040	repro	An End-to-End Combinatorial Optimization Method for R-band Chromosome Recognition with Grouping Guided Attention 	23	6	196
040	strenghts	An End-to-End Combinatorial Optimization Method for R-band Chromosome Recognition with Grouping Guided Attention 	45	50	107
040	total		275	341	950
040	weakness	An End-to-End Combinatorial Optimization Method for R-band Chromosome Recognition with Grouping Guided Attention 	56	149	491
041	contribution	An Inclusive Task-Aware Framework for Radiology Report Generation 	42	134	46
041	detailed	An Inclusive Task-Aware Framework for Radiology Report Generation 	133	79	27
041	justifictation	An Inclusive Task-Aware Framework for Radiology Report Generation 	18	41	2
041	repro	An Inclusive Task-Aware Framework for Radiology Report Generation 	4	5	1
041	strenghts	An Inclusive Task-Aware Framework for Radiology Report Generation 	47	161	29
041	total		377	570	117
041	weakness	An Inclusive Task-Aware Framework for Radiology Report Generation 	133	150	12
042	contribution	An Optimal Control Problem for Elastic Registration and Force Estimation in Augmented Surgery 	68	106	36
042	detailed	An Optimal Control Problem for Elastic Registration and Force Estimation in Augmented Surgery 	99	212	47
042	justifictation	An Optimal Control Problem for Elastic Registration and Force Estimation in Augmented Surgery 	88	39	15
042	repro	An Optimal Control Problem for Elastic Registration and Force Estimation in Augmented Surgery 	14	18	7
042	strenghts	An Optimal Control Problem for Elastic Registration and Force Estimation in Augmented Surgery 	60	52	13
042	total		555	505	160
042	weakness	An Optimal Control Problem for Elastic Registration and Force Estimation in Augmented Surgery 	226	78	42
043	contribution	Analyzing and Improving Low Dose CT Denoising Network via HU Level Slicing 	28	85	53
043	detailed	Analyzing and Improving Low Dose CT Denoising Network via HU Level Slicing 	37	61	94
043	justifictation	Analyzing and Improving Low Dose CT Denoising Network via HU Level Slicing 	29	81	39
043	repro	Analyzing and Improving Low Dose CT Denoising Network via HU Level Slicing 	1	35	40
043	strenghts	Analyzing and Improving Low Dose CT Denoising Network via HU Level Slicing 	33	36	56
043	total		161	342	357
043	weakness	Analyzing and Improving Low Dose CT Denoising Network via HU Level Slicing 	33	44	75
044	contribution	Analyzing Brain Structural Connectivity as Continuous Random Functions 	37	62	11
044	detailed	Analyzing Brain Structural Connectivity as Continuous Random Functions 	249	100	40
044	justifictation	Analyzing Brain Structural Connectivity as Continuous Random Functions 	15	5	24
044	repro	Analyzing Brain Structural Connectivity as Continuous Random Functions 	7	42	12
044	strenghts	Analyzing Brain Structural Connectivity as Continuous Random Functions 	67	71	29
044	total		411	298	552
044	weakness	Analyzing Brain Structural Connectivity as Continuous Random Functions 	36	18	436
045	contribution	Anatomy-Guided Weakly-Supervised Abnormality Localization in Chest X-rays 	74	100	52
045	detailed	Anatomy-Guided Weakly-Supervised Abnormality Localization in Chest X-rays 	6	2	48
045	justifictation	Anatomy-Guided Weakly-Supervised Abnormality Localization in Chest X-rays 	25	26	34
045	repro	Anatomy-Guided Weakly-Supervised Abnormality Localization in Chest X-rays 	3	8	7
045	strenghts	Anatomy-Guided Weakly-Supervised Abnormality Localization in Chest X-rays 	32	39	32
045	total		201	391	208
045	weakness	Anatomy-Guided Weakly-Supervised Abnormality Localization in Chest X-rays 	61	216	35
046	contribution	Anomaly-aware multiple instance learning for rare anemia disorder classification 	46	25	48
046	detailed	Anomaly-aware multiple instance learning for rare anemia disorder classification 	107	31	56
046	justifictation	Anomaly-aware multiple instance learning for rare anemia disorder classification 	7	2	23
046	repro	Anomaly-aware multiple instance learning for rare anemia disorder classification 	25	9	22
046	strenghts	Anomaly-aware multiple instance learning for rare anemia disorder classification 	22	51	93
046	total		291	195	403
046	weakness	Anomaly-aware multiple instance learning for rare anemia disorder classification 	84	77	161
047	contribution	Assessing the Performance of Automated Prediction and Ranking of Patient Age from Chest X-rays Against Clinicians 	109	76	78
047	detailed	Assessing the Performance of Automated Prediction and Ranking of Patient Age from Chest X-rays Against Clinicians 	5	211	134
047	justifictation	Assessing the Performance of Automated Prediction and Ranking of Patient Age from Chest X-rays Against Clinicians 	26	58	124
047	repro	Assessing the Performance of Automated Prediction and Ranking of Patient Age from Chest X-rays Against Clinicians 	6	21	2
047	strenghts	Assessing the Performance of Automated Prediction and Ranking of Patient Age from Chest X-rays Against Clinicians 	62	51	40
047	total		395	444	456
047	weakness	Assessing the Performance of Automated Prediction and Ranking of Patient Age from Chest X-rays Against Clinicians 	187	27	78
048	contribution	Asymmetry Disentanglement Network for Interpretable Acute Ischemic Stroke Infarct Segmentation in Non-Contrast CT Scans 	144	28	26
