id	title	review1	review2	review3
022	AANet: Artery-Aware Network for Pulmonary Embolism Detection in CTPA Images	A novel artery-aware framework for pulmonary embolism detection is proposed.  A loss function even-dice loss is introduced and balances the artery / PE loss. The experiment with public data and various settings is persuasive.	The experiment is of great significance for the PE diseases, and the technical method is reliable. In this paper, an artery-aware network (AANet) to segment PE in CTPA image that fully utilizes artery context is proposed. The method has certain novelty in application.	Authors put forward a way to introduce attention in the segmentation networks, together with a loss function (Even-Dice Loss) which could work even if there is no foreground in the sampled batch.
023	Accelerated pseudo 3D dynamic speech MR imaging at 3T using unsupervised deep variational manifold learning	"The motivation to pursue unsupervised learning is well founded given that it is challenging to collect a ""gold standard"" dataset in such acquisitions.
The use of preparing a ""pseudo-3D"" seems practical and exploits k-t space rather than either a 2D only or 3D only approach"	The proposed approach does not need large-scale fully sampled Pseudo 3D dynamic speech MRI for supervised training but reconstructs the image time series only from the measured under-sampled (k-t) data	"(1) The authors explored the speech MRI which to my knowledge is less intensively studied in fast MRI research, yet it is a meaningful task with challenges.
(2) The proposed unsupervised learning spares the need for fully sampled training references.
(3) The paper is well organized and presented with good image quality."
024	Accurate and Explainable Image-based Prediction Using a Lightweight Generative Model	The main strengths of the paper are its originality (new derivation of an algorithm). The fact that it is not a deep learning based strategy is quite refreshing (and even brave). Another advantage is the existence of only hyperparameter that needs to be tuned and/or experimentally set.	"The main strength is conceptual.  The broad trend is toward ever-more-complex computational machines for this type of task, without considering the disadvantages.  The conceptual trap, for computer scientists, is that cheap and simple alternatives like the proposed one are not ""novel,"" but novel doesn't necessarily mean better in any and all ways.
The attempt to compare the simple method against linear/nonlinear generative/discriminative alternatives is also a strength, with some limitations.  This appears to be a good-faith effort to replicate prior work."	The method proposes a more tractable and lightweight generative model which is linear, and admits closed-form solutions for the weight matrix (common with most linear models). The method performs very well for smaller datasets, but this could also be attributed to model capacity (which is not directly explored in the paper). The paper addresses the problem with deep learning methods early on in the paper, regarding issues with smaller training datasets, difficulty in model interpretation, and extensive tuning  required to make the method work, which also can lead to brittle performance.
025	Accurate and Robust Lesion RECIST Diameter Prediction and Segmentation with Transformers	"New decoder path for RECIST diameter prediciton in DeepLesion : keypoint regression via transformer.
Novel consistency losses.
The ablation studies are thorough and informative.
SOTA performance.
Thorough comparisons to other methods."	Although not the first to propose this, the submission addresses an interesting combination of CNNs and Transformer networks with a similarly interesting application in a clear radiological environment and with a straightforward practical use. The manuscript contains a variety of descriptive figures, which facilitates a better understanding of the authors' arguments.	"a transformer-based network (Meaformer, Measurement Transformer)
Two consistency losses are introduced to explicitly establish the relationship between these tasks."
026	Accurate Corresponding Fiber Tract Segmentation via FiberGeoMap Learner	"The two main advantages of this paper are as follows:

A new method of fiber information description is proposed. This method, which is based on spherical coordinates, computes local and global information separately and combines two kinds of information together as a whole sent to the subsequent deep learning model.
The transformer module is used to resolve the fiber segmentation problem with FiberGeoMap as input for the transformer."	This is a nicely designed method and shows a good result.	"A novel geometric descriptor for fiber tracts capturing global and local information.
A novel Transformer and self attention based segmentation framework.
Extensive validation, including ablation experiments.
Evaluation using 205 HCP subjects and comparison with state of the art approaches, where proposed method significantly outperforms state of the art methods, namely, Tract-Seg and WMA.
Application of the proposed tract segmentation method to clinical setting (Autism versus controls).
The concepts, results, are well illustrated.
Code and video for tracts shared via GitHub."
027	ACT: Semi-supervised Domain-adaptive Medical Image Segmentation with Asymmetric Co-Training	"The problem formulation of semi-supervised domain adaptation (SSDA) is highly relevant for medical imaging
The proposed asymmetric co-training approach provides a framework for making use of both UDA and SSL
The empirical results demonstrate ACT outperforms the baseline UDA and SSL models"	The idea of asymmetric co-training is interesting and novel. Rather than describe each example using two different sets of features that provide complementary information about the instance, this paper decouples the source data and the target data into two sets which are then fed into an SSL module and a UDA module to achieve the co-training.	"The idea is novel and works well. It is reasonable to generate pseudo labels for each other and boost each other for SSDA.

The methodology is easy to follow. Gradual co-training is suitable and helpful for asymmetric co-training.

The experiments are well-designed, which demonstrates the effectiveness of ACT. Ablation studies and sensitivity analysis can help further evaluate the feasibility of decoupling labels to SSL and UDA for SSDA."
028	Adaptation of Surgical Activity Recognition Models Across Operating Rooms	"The proposed pseudo label sampling is somewhat helpful;
experimental results are good;
presentation is clear and well-organized."	This paper presents several strengths, the state-of-the-art is complete, the method is well explained, the validation compare to state-of-the-art methods and an ablation study is done	"generated a big dataset
proposed a model for domain adaptation
well written"
029	Adapting the Mean Teacher for keypoint-based lung registration under geometric domain shifts	"The paper is well written and easy to follow.
Adapting the mean-teacher consistency for registration is interesting.
The method is simple and shows effectiveness in exhale-to-inhale lung registration."	"The method introduced in this paper propose a new method using Mean Teacher for registration adapation. The method is novel, simple and obtained very good results on two public datasets.
The author proposed adaptation of the Mean Teacher framework to work in the context of registration problem."	"The proposed method is based on the mean teacher framework alongside domain adaptation, overcoming two main drawbacks of deep learning, including the assumption of i.i.d. between source and target domain data and the need for massive training data.
Domain adaptation for registration is not many compared with UDA for segmentation and classification"
030	Adaptive 3D Localization of 2D Freehand Ultrasound Brain Images	"The algorithm is able to localize the plane in the head of a fetus
The analysis is sound"	"The method for adaptation of previuosly trained CNN is a novel contribution.
Testing was performed in an adequate set of 3D volumes (17) not used for training, as well as testing in 7 video sequences of free hand 2d ultrasound with more than 1000 image frames (planes) in total"	"The method requires limited number of frames to be manually annotated which is good. Unsupervised fashion of the method alow the technique to adapt to 3 different datasets from different US machines.
Authors claimed that the overall displacement of a video in the 3D anatomical atlas is equal to the displacement from the first image to the last in that video.
Authors claimed that compare to the baseline methods they fine tuned their method to produce more accurate localization accuracy."
031	AdaTriplet: Adaptive Gradient Triplet Loss with Automatic Margin Learning for Forensic Medical Image Matching	"The proposed method was mathematically proved in detail and the main concept of the target problem and resolving ideas were clearly descripted and visualized.
The proposed method was effective on the selected datasets throught reasonable experiments, and make significant improvement with minor modifications."	"The writing is very good. The problem is clear, the existing method is analyzed, and the proposed method is well motivated. The figures in the manuscript help a lot in understanding the work.
Both theoretic analysis and the experimental results are presented in the manuscript.
Alation studies shows the effectiveness of the proposed method."	The paper is very well written and structured, with the proposed methods themselves being well motivated. The performance of Adaptriplet + Autogmargin is quite convincing (see Section 5 for some issues with this particular aspect.).
032	Addressing Class Imbalance in Semi-supervised Image Segmentation: A Study on Cardiac MRI	"The ablation study demonstrated the value of RCS, fuzzy fusion, and DTS, when added to the baseline model. 
The proposed model was evaluated on two different datasets.
Performance is not very sensitive to the values of hyperparameters beta and lambda."	The main strength of the paper is its novelty in algorithm formulation. The proposed training scheme includes several novel elements such as category-wise confidence scores, fuzzy adaptive fusion, class-wise resampling, and dynamic training stabilization.	"(1) The application of cardic MRI segmentation, the semi-supervised algorithm and the proposed training strategy are tightly matched.
(2) Most of the formulas are written clearly and detailed.
(3) Experiments are fully conducted on hyperparameters, ablation studies, and method comparison.
(4)Two public datasets are utilized to demonstrate generalizability."
033	Adversarial Consistency for Single Domain Generalization in Medical Image Segmentation	This paper is nicely organized and easy to follow. The authors have done a good survey and analyzed the limitations of existing methods. The proposed adversarial synthesizing method with the guidance of mutual information regularization is relatively new in DG. The algorithm is clearly presented. Both quantitative and visualization results are reported to verify the effectiveness of the proposed method.	The concept of the adversarial domain synthesizer is intriguing and novel.	"1.The method is novel. This paper designs an adversarial domain synthesizer with a mutual information regularization, which can reduce the negative effects of adversarial learning and achieve high generalization performance.
2.An interesting use of contrastive loss. Using the patch-level contrastive loss as a surrogate for mutual information estimator, which can reduce computational cost and achieve similar results."
034	Adversarially Robust Prototypical Few-shot Segmentation with Neural-ODEs	The topic of adversarial robustness is an interesting and relevant topic to the computer vision as well as the medical community, thus the motivation for the work is solid.	"Novelty: the adversarial attacks on few-shot segmentation (FSS) with deep neural networks and their defense mechanisms have not yet been explored. Clearly there is a need for such robust models in clinical setting.
Literature review: systematic and complete reviews on neural ODE, FSL, Adversarial robustness
Experiments: extensive experiments using three benchmark data sets across multiple segmentation models and attacks methods."	"The authors perfroms extensive experiments comparing with different baseline methods, the evaluation results show that the proposed method outperforms baseline methods.
The idea of using neural ODE for prototypical few-shot segmentation is interesting.
The writing quality is good."
035	Agent with Tangent-based Formulation and Anatomical Perception for Standard Plane Localization in 3D Ultrasound	"Strength:

The paper is very well written
The idea of using a tangent point to uniquely represent a SP is pretty nifty as the search space is reduced to the surface of the sphere of a given radius.
The paper clearly formulates the problem as a Reinforcement Learning Problem by clarifying the state and action space and reward function
The figures are clear and well-produced.
The supplementary training video is quite cool!"	The formulation of the SP localization is essential for optimizing the RL framework. This work proposes a new formulation for SP localization in RL. The proposed formulation is unrestricted by directional cosines coupling with less action space than the previous ones (6 < 8). The reward function affect the optimal searching policy with the action. Considering the abnormal data, the reward function encourage the agent to perceive anatomical information.	"A novel way to frame the problem of localisation with a novel tangent-based formulation and a novel anatomical landmark-based reward; combining an auxiliary task with RL problems is also fairly uncommon and thus has some novelty
Sufficient details are provided in order for the paper to be reproducible
Ablation studies and experiments comparing different methods are useful and insightful"
036	Aggregative Self-Supervised Feature Learning from Limited Medical Images	The proposed method is novel and effective. The authors conducted extensive experiments to verify the effectiveness of the two proposed strategies. The manuscript is well organized, clear and easy to follow.	"Their multi-task aggregative SSL (MT-ASSL) uses linear centered kernel alignment (LCKA) to align the feature representation of two neural networks to look interested and novelty.
Self-Aggregative SSL makes sense and is able to apply to other settings.
In general, Reviewer thinks that the novelty of the method in this paper is good enough."	"This paper is well-motivated. SSL needs a large amount of samples to train, and collecting medical images is expensive. Achieving good performance of SSL by using limited data is necessary.
The idea of aggregating multiple SSL tasks to improve the representation learning is interesting.
The writing is clear."
037	An Accurate Unsupervised Liver Lesion Detection Method Using Pseudo-Lesions	"The proposed lesion simulation strategy is novel, simple, and apparently very useful. It should not be difficult to adopt for other tasks.
The paper is clear and the ablation study is fairly convincing.
The method is compared against multiple anomaly localization methods on two similar datasets."	"-An ablation study is performed to evaluate the contribution of the different loss terms.
-Comparison with state-of-the art method is performed

Use of the gradient magnitude similarity deviation (GMSD) in both the consistency loss term and for the computation of the reconstruction error index."	The key strength of the paper is the clever application of unsupervised learning/unpaired image translation techniques to lesion identification. The approach can also be extended to other region identification tasks in medical imaging, beyond lesions. The method is compared to several popular anomaly detection frameworks, and a detailed ablation study of various components of the system is presented.
038	An adaptive network with extragradient for diffusion MRI-based microstructure estimation	"The introduction of extragradient is not new per se, but it is innovative in the context of estimating microstructure from dMRI.
The paper is very well written, easy to follow.
Statistical tests are sufficient."	"-The experimentation and results are well presented and adequatly compared to other learning-based methods.
-The in vivo datasets used have different diffusion acquisition protocols and were acquired at 3T and 7T, supporting the generability of the findings.
-The manuscript is well written."	"The topic is interesting and clinically significant.
A series of experiments (ablation study, the performance comparison against several previous methods) demonstrated the superiority of the proposed method.
The adaptive mechanism of iterative units selection seems effective and provides an efficient training strategy."
039	An Advanced Deep Learning Framework for Video-based Diagnosis of ASD	The collected dataset is valuabel for the ML community.	The paper has a sound experimental setup and strong evaluation. Another major contribution of the paper is the dataset, which will be made publicly available.	"The paper is well organized
It collected a dataset for ASD detection, and claims that dataset will be released.
A new pipeline is proposed for detection. It exploits openface features and introduces HRC attention."
040	An End-to-End Combinatorial Optimization Method for R-band Chromosome Recognition with Grouping Guided Attention	The problem analysis is done well. Then, the method is designed and described in great detail. The proposed DAM and GFIM modules address the problem very well. GFIM enhances the feature aggregation between similar chromosome samples. DAM enhances the recognition of chromosomes with numerical abnormalities.	"*	This paper studied an interesting and important imaging computing problem for chromosome identification in karyotyping. The application is relatively unique, in comparison with typical image computing problems studied in MICCAI.
*	The proposed end-to-end method is innovative.
*	The empirical study yielded improved prediction performance compared with competing methods."	"The paper is generally well written and concise. The figures and table are mostly self-contained, meaning that they can be understood in isolation, without the context of the surrounding text. The authors are clearly well versed in the technicalities of both the biological side, and the technical side concerning deep learning, this is both a strength and a weakness of the manuscript.
The authors show promising results on a decently sized dataset. The authors compare with reasonable baseline methods and do an ablation study of their proposed approach. The performance is good and generally convincing that the method could indeed be better than what is compared to."
041	An Inclusive Task-Aware Framework for Radiology Report Generation	"Interesting idea to solve the problem structure wise instead of as a whole inspiring from how a real doctor would do the job.
Using one head for each structure in a multi-head attention network is also a meaningful proposal.
Auto balance mask loss is a useful idea."	"1, the structure-aware idea makes great sense. It can help improve the coverage of the generated report on a very large scale. In the real world, many anatomical components of integral reports are omitted simply because no issue is found. This causes a great volume of context missing for training a model. In this paper, the structure-aware idea is realized by combining the task-distillation module and specialized decoders. Shedding light on retaining all anatomical components is the main contribution of this paper.
2, as discussed above, context is omitted intentionally in the real world. To counterattack, the authors propose to randomly attach the normal descriptions (from other reports), this is a big augment for the training
3, moreover, the imbalance of abnormality parts of reports also causes troubles. As a remedy, the paper proposes the Auto-Balance Masks Loss for better training.
4, comprehensive experiments both confirm the superiority of the whole solution as well as the necessity of each technical component"	novel task-aware framework is proposed where various information from the dataset is extracted and group the descriptions into several anatomical-structure-specific aspects instead of generating the overall report at once
042	An Optimal Control Problem for Elastic Registration and Force Estimation in Augmented Surgery	"The proposed method attempts to compute physically (biomechanically) plausible deformation field and surface force distribution.
The error measures used (Euclidean distance between the actual positions of selected points and the positions predicted through registration) has a clear geometric interpretation and appears to be clinically relevant (accurate information about target position is crucial in surgery)
The manuscript structure is very clear."	"the problematic is well stated
the optimization problem and adjoint solving are sound and clearly formulated
introducing ""admissible controls"" is very relevant, to restrict the location and magnitude of possible load forces
the force estimation study is clearly a plus; this part may actually be more significant than the registration result itself"	The paper is appropriately written. The structure of the article is properly placed.
043	Analyzing and Improving Low Dose CT Denoising Network via HU Level Slicing	"This is a very good idea that solves a complex problem with a simple add-on to denoising strategies.

The results are very good and have been validated with different networks and different datasets."	"Novelty: The novelty of the work lies in the use of HU level slicing on CNN networks.
The method shows a good performance (in terms of PSNR, SSIM and RSMEI) when combined with some state-of-the-art methods."	The main strengths of the paper is that they bring up the intensity resolution issue in LDCT denoising. In particular, most deep neural network uses min/max normalization for preprocessing of the input image, the relatively large dynamic range needs to be adapted for the LDCT denoising network. The proposed method is validated on multiple public dataset.
