id	title	review1	review2	review3
011	A New Dataset and A Baseline Model for Breast Lesion Detection in Ultrasound Videos	The use of the method for dtecting a lesion when a lision is known to be present is not clear.	For a conference paper, I do not see a major weakness. For a journal paper, more explanation of the cost functions would be nice.	"Use of private dataset
Lack of intuitive reasons for the proposed structure design, especially the proposed inter- and intra-VFB modules"
012	A Novel Deep Learning System for Breast Lesion Risk Stratification in Ultrasound Images	"There are several parts in the paper that were unclear to me, such as the derivation of the soft labels, handling multiple images by the same patient, and handling inconsistencies between BI-RADS and pathology.  See detailed comments below.
It is unclear why different tests were done on the 3 datasets. The results were much stronger if the proposed architecture was showing superior results in all the three datasets - using the same tests. In other words, I would expect the comparison to state-of-the art and ablation study to be conducted in the three datasets that were used in this study."	"Only minor weaknesses:

there are 3 different techniques used in this paper, each of which is reasonable, but none of which are particularly novel or explored in great depth. they also seem to be generally applicable to many multitask learning problems (beyond medical vision), so it would be interesting to know how they have been used elsewhere
clinical utility is maybe unclear. Comparison to radiologist performance and analysis of failure cases would help on this front. It may be helpful to have a sense of how well radiologists can predict whether a lesion will be malignant, as well as inter-reader agreement. Is this framework also useful for mammograms?
I'm not familiar with multitask learning but I suspect there are stronger baselines than just ""train on both tasks simultaneously"""	"The equations of the proposed loss functions are not clearly specified, leading to the following confusions:
In equation-1, it is unclear if the SLB, SLP are calculated per lesion. It is confusing while reading as the equations depict that the soft-labels aren't a function of neither the lesion nor the image. This needs to be clearly stated.
In equation-3, the loss always sums up to a negative value? As the terms are all probability values in the interval [0, 1]. It is more adequate to call it a reward than a loss.
In eqn-1, its unclear why Ni and Nj are different, shouldn't they be equal? This suggest that images of the same lesion have different BI-RADS scores?
In equation-3, it needs to be clarified that the benign and malignant probability sum to one i.e. \(p_B + p_M = 1\) as the check for benign is \(p_B > 0.5\)."
013	A Novel Fusion Network for Morphological Analysis of Common Iliac Artery	"I feel that there is little methodology advance from a technical point of view.
Although I found the work interesting and potentially very useful, my major concern is on whether analysis morphological algorithm can ""obtain access diameter, the minimum inner diameter, and the maximum curvature of CIA with arbitrary shapes."" Otherwise, I think the experiment is far from validating this strong claim."	"The comparative experiment is not sufficient and lacks the comparison and analysis of the number of parameters and computation (e,g, FLOPS)
There were some minor mistakes."	The design of the method mainly focuses on the combination of CNN and Swin Transformer, which is weakly related to morphological analysis of the common iliac artery.
014	A Novel Knowledge Keeper Network for 7T-Free But 7T-Guided Brain Tissue Segmentation	"1) Novelty is limited. Knowledge transformation and synthesizing 7T from 3T images have been used a lot in the literature.
2) I expected to see comparison results with methods that ""synthesizing 7T-like image first and then conducting segmentation"" to justify the proposed method.
3) In Table 2, the authors only showed the effectiveness of plugging 7T-like features in the segmentation frameworks, e.g., the 3D UNet framework. However, their proposed method has used extra data to train the teacher network compared to 3D UNet and DSC improvement is not significant (around 1%)."	"Figure 1(c): what is the difference between Input 7T images, Reconstructed 7T images and Target 7T images? More information are required to understand how the teacher network works.
Section 2: ""Through two-stage KD methods, KKN learns to infer 7T-like representations from a 3T image using a paired 3T-7T dataset {X,Y}"", why paired 3T-7T dataset is needed during training (Figure 2(b)). This conflicts with authors' statement.
Figure 3: By comparing the result of the proposed method and ground truth, I do not think the result has 7T representations. Only the intensity distribution is similar with 7T images but it does not have tissue details that 7T images have."	The author claims that existing methods lack applicability and generalizability on datasets not including 7T images because they require pairs of a 3T image and its corresponding 7T image for training. But in this manuscript, the author still needs paired data to train the teacher model. How to explain that? Besides, I don't know what the practical application is. In my opinion, the task is to segment brain tissues, why don't you segment those directly by developing a better approach? Although the performance will be better if you translate a 3T image to a 7T image, you need 7T images to train the KNN, which is almost not available. So I think the practical application is limited.
015	A Penalty Approach for Normalizing Feature Distributions to Build Confounder-Free Models	"Related work on learning confounding/bias-free representations is very limited. The authors only refer to adversarial learning schemes (refs. 11,18), but a large amount of literature exists beyond that. Most importantly, the authors should refer to other works that are based on orthogonalisation too: (i) Tartaglione et al. ""EnD: Entangling and Disentangling Deep Representations for Bias Correction"". CVPR 2021. (ii) Neto. ""Causality-aware counterfactual confounding adjustment for feature representations learned by deep models"". (iii) Liu et al. ""Projection-wise Disentangling for Fair and Interpretable Representation Learning: Application to 3D Facial Shape Analysis"". MICCAI 2021.
The smallest batch size that has been studied is 80, however for many tasks, in particular involving multiple 3D volumes, a batch size of 80 is infeasible. Studying very small batch sizes (<20) would be helpful to understand whether the proposed approach would still be effective in this setting."	"Theoretical analysis of PMDN is not enough. In section 2, PMDN seems to be using a neural network to replace the linear regression and simply by adding a loss term during training. The contribution of this method is not enough unless further analysis, including convergence rate, theoretic bound of the error, etc., is developed.

Experiment baseline is weak. There are many other method (from Fairness deep learning) can be performed and compared with the proposed method. For example, Canonical Correlation Analysis (CCA), and Renyi Fair Inference. This aspect is not considered in the current paper, nor does the author discuss the pro and cons of this aspect."	"According to f - Mb, the metadata should have the same dimension as f. But the representation of different metadata has different dimensions: acquisition site  is one-hot encoded, the age is z-score and the sex is a binary number.  It is not clear how to feed the metadata into the model.

As beta is trained based on both the classification loss and the penalty loss, it is not clear if Mb contains all and only metadata related information.

Figure 3 only compare the results under a small batch size equals to 80 which is unfavorable for MDN. For fair comparison it is better to also compare the tSNE results under other batch size.

There are some typos, such as ""... the matadata of each group separately and report ...""

This paper has no keywords."
016	A Projection-Based K-space Transformer Network for Undersampled Radial MRI Reconstruction with Limited Training Subjects	"The description of the method is, at times, hard to follow.
The authors could have  used cross-validation to evaluate their  results."	The real and imaginary part was stacked together in a big array for network input. Should they be separated for two networks and combined? If this is the better case, a comparison is needed.	The model was compared against baselines like U-Net and squeeze and excitation network that were not designed for this problem. A better comparison would be to compare against a model like XD-Grasp. Without such comparison, it would not be possible to determine how well the proposed model performs.
017	A Robust Volumetric Transformer for Accurate 3D Tumor Segmentation	"1) In the introduction, the authors mention that the proposed method has fewer model parameters and lower FLOPs compared to existing method. While from Fig.1, there is no information about the FLOPs, the number of parameters and the FLOPs are not necessarily the same thing.
2) It seems strange that the authors did not mention any data augmentation in the experiment setting. If no data augmentation is used for all the comparison, this won't be ""fair"", given that data augmentation is a common technique that people use to trained DNN models nowadays. With data augmentation, the gap between different methods could be smaller because almost all the methods will become better.
3) Transformer usually needs a large dataset for training, when there is only limited data available, the proposed method may not be better than CNN, which could limit the usefulness of this method."	"1) Ablation study is missing. I believe experiments which show the increments in performance obtained because of the 3D shifted windows, K,V skip connections would be useful.
2) Not much novelty in terms of encoder.
3) I am still surprised by the drop in complexity. Structure wise I do not see anything much different that would actually reduce the complexity as reported in the paper. I read the supplementary where the authors discuss about the same. I think more clear discussion about the complexity reduction and the reason behind the same should be present in the main paper."	"The authors spent a lot of content introducing the existing work, although these structures are parts of the network. For example, the shift window,  relative positional bias, patch merging, and patch expanding are very famous existing work, but the authors focus on these contents as a subtitle.
The author declared that they propose a convex combination approach along with Fourier positional encoding, while there are few detailed introductions about the Fourier positional encoding in this paper."
018	A Self-Guided Framework for Radiology Report Generation	"(1) Many mature algorithms are used in the article, and the innovation is not outstanding enough.
(2) How are multiple parameters in the network determined? Some clarification should be given."	"*	The paper lacks motivation on why the proposed approach is good for medical report generation. I understand the approach don't require image-level disease labels, but the main building blocks of the models are not necessarily trained for medical domain. They are mostly pre-trained on natural images and just applied on medical data. 
*	The experiments don't evaluate performance on preserving negative mentions. A major differentiator between medical report generation and image-captioning on natural images is ""negative mention"" in medical reports. Two sentences can have high similarity score (calculated based on word overlap), while having an opposite polarity. For example, ""Lungs have pleural effusion"" vs ""Lungs have no pleural effusion"". 
*	The authors claimed to ""extract fine-grained visual features associated with text"" is supported by qualitative experiments in Figure 3. That is not enough to support the claim.
*	The heatmaps in Figure 3 not localized and covers most of the image. For ""no"" the heat map is highlighting upper lobe. It's not clear how this is a good result? The ""no"" in the sentence is in context with pleural effusion and pneumothorax. Both diseases are in lower lobe regions as highlighted in the last heat-map.
*	The method section of the paper reads more like putting different blocks together and lacks motivation on the need and the design of those blocks. For example, knowledge distiller is required for unsupervised clustering of the reports, but why it is designed to have a Bert based embeddings? Are these embeddings better than other methods for medical reports. Does fine-tuning Bert on medical reports would help in getting better domain-specific embeddings? Why was dimensionality reduction used? Why not cluster the reports using the report embedding? Is there some transformation that UMap can learn but not Bert? Why HDBSCAN clustering was used? How to define number of clusters? How to make sure the clusters are distinct enough?"	The self guided framework is a novel and useful approach to overcome some of the described challenges, however few questions remain.
019	A Sense of Direction in Biomedical Neural Networks	The authors failed to convey clearly and precisely their methodology. A lot of details are missing to fully understand the approach.	"on the tested datasets, there are only minor differences between MASC and the presented method which raises the question whether the addressed limitations of MASC are major
the new formulations to handle scale differences do not result in significant performance improvements, at least not on the used dataset"	"It is claimed that the original MASC used the response shaping function which authors found to be unstable in some cases, but this has not been verified or clarified in which scenarios. From the experiment results, it is hard to say that MASC is unstable (MASC even performs slightly better than the proposed G-MASC on CHASEDB1).

The difference between the original response sharing and the proposed calibrated response sharing is unclear to me. The original one calculates the response across different filters w, while the proposed one seems successively update M with learnt kernels W. What is the benefit brought by the new way?

In the ablation study, the performance degrades only when IMF and PoRE are both removed. With either one, the performances are close to the final performance. This raises a question - Do IMF and PoRE substantively or functionally overlap?

I think this paper requires a clearer comparison and analysis between MASC and G-MASC, both theoretically and experimentally. For example, why does G-MASC only show considerable improvement over MASC on MoNuSeg (the authors claim G-MASC work better when using fewer directional kernel sets and smaller kernels MoNuSeg, but this is an observation rather than an informative analysis)?"
020	A Spatiotemporal Model for Precise and Efficient Fully-automatic 3D Motion Correction in OCT	"There were no accuracy comparisons with competing methods, just time comparisons. Although estimations are provided according to the characteristics of the diverse methods, the lack of hard numbers decreases the confidence on the provided results, and it does not really facilitate obtaining an objective comparison by the reader. While this is justified and explained by the authors, one wonders if one or some of the competing methods could have been replicated, or the authors contacted to run experiments in the utilized dataset.
The dataset is not available and there is no word on if it will be made available in the future. While its characteristics are described in good detail, having a common dataset with ground truth metrics would facilitate that future methods can be compared with the presented one."	"What is the meaning of right part in the equation (1)?
In the Fig.3, how did authors take the top row two images almost at the same position, as the eye is moving? If the positions are different, how can you get the final OCTA.
Would you further explain the eye motion trajectories?
The runtime comparison is shown in Table 1. The authors reproduced the comparison algorithms and gave out the results based on the same GPU?
The references of Zang17, Makita21 and Chen21 in table 1 are missed.
How are the results from other diseased patients?"	"missing reference of Table 1
lack of enough comparison with more methods in terms of accuracy"
021	A Transformer-Based Iterative Reconstruction Model for Sparse-View CT Reconstruction	"1)	In section 1, the authors indicated that one of their contributions was replacing back-projection with FBP to improve the performance of network. However, many previous works, e.g., AirNet, have already demonstrated the efficiency of FBP operator.
2)	In fig. 4, the PSNR of FISTA-Net was higher than TGV, while the SSIM was lower. Could you please explain the contrary result?
3)	In section 4, the authors indicated that independent iterations made the network extract only shallow features. Since the proposed network was built by unfolding iterations, these iteration blocks were cascaded to form the whole network. Thus, the network was supposed to be capable of extracting both shallow and deep features.
4)  The manuscript does not give much discussions about why the method could improve the results, and how could the method be further improved."	"a. The filter of FBP is fixed with RL filter, a learned filter may be better.
b. The training is supervised learning and unsupervised training will be more clinically valuable.
c. More task-based evaluations will better demonstrate the performance."	"1 2d and small dimension images are reconstructed. Not sure if the method can handle the real and large 3d data volume. 
2 using FBP to replace the backprojection destroys the conjugate operation requirement on AAt. The authors are expected to perform careful evaluations.
3 As shown in Figs 4 and 6, subtle image quality improvement is observed. The real impact of the work is thus doubleful."
022	AANet: Artery-Aware Network for Pulmonary Embolism Detection in CTPA Images	"1) The network was pretrained on a large-scale dataset LUNA16. As the LUNA16 dataset is for lung nodule detection, the pre-training processing is not straightforward to understand. 
2) A challenge dataset CAD-PE was used. The authors made extra annotations (pulmoanry artery) on the public data, which was used as auxilary class for PE detection. The improvement is noticiable, but it might be unfair to compare with others participants of the challenge
3)  Based on the network prediction, post-process (morghology closing) is used after threshold. How much does post-processing improve the performance."	"At the end of the first paragraph of the introduction section, the author only stated that the high false positive PE diagnosis was partly caused by doctors, and did not discuss other reasons in detail, such as the impact of the gray, size and other characteristics on the CTPA images.
At the end of the third paragraph of the introduction section, the data set mentioned by the authors should be cited.
In the AANet of the Methods section, the authors did not explain the role of using different numbers (two or three) residual blocks, the difference between stdConv and Conv, and the role of fusion multiscale modules for PE segmentation.
There are too few method measures to confirm the accuracy of the method.
In the results section, the PE 3D or 2D segmentation results should be compared with the ground truth.This method should be compared with other methods.
The discussion and conclusions are insufficient, and more should be discussed about its advantages over other methods and its possible future applications."	"The method itself requires more annotation than traditional methods, and the annotation (as shown in Fig 2) requires lots of work. Although authors mention that this network and weights could be used as a pretrained model for other tasks, it is still questionable whether this method could be applied to other similar diseases.
The study/experiment design could be modified to make it clear to readers. To make a meaningful comparison with all methods, it would be better if authors could mention whether all methods were pretrained with LUNA16. And although mentioned in the paper that citation [13] missed some small cases, I would still want to see how AANnet performs on the 80+ cases subsets (as mentioned in [13])."
023	Accelerated pseudo 3D dynamic speech MR imaging at 3T using unsupervised deep variational manifold learning	"The challenge in assessing these reconstructions is a clear definition of the requirement of the image quality and target spatio-temporal resolution that is necessary (adequate). These are directly tied to the speech task at hand and defining these constraints might enable the algorithm to optimize better
The comparison to earlier CS methods while important to show improvement do not represent the state-of-the art methods for accelerated spatio-temporal acquisitions such as dictionary approaches (atom based), including simultaneous multi-slice methods, etc. Given the niche application, the exploration of these methods may be limited to describing them in the discussion section for the reader's comprehension.

In future experiments (or in discussion), it will be interesting to visualize and interpret the latency vector in line with the speech task to enable an understanding of the generator's outputs."	"The proposed method requires subjective iterative optimization, and the number of iterations should be carefully selected to avoid overfitting
Effectiveness only demonstrated in limited number of cases"	"(1) From the perspective of method originality, this paper offers little novel idea, which seems apply generative manifold learning in this problem. The ""Methods"" section is not explained and analyzed in detail, which is the major component of this paper. Novelty should be addressed here.
(2) No objective evaluation is applied. If the ground truth is not available, some subjective rating scores could be used."
024	Accurate and Explainable Image-based Prediction Using a Lightweight Generative Model	As for weaknesses I would highlight the difficulty in reproducing the method. The authors do not mention the code to be made available and the mathematical derivation might be quite heavy for unfamiliar audiences.	"The weakness in the evaluation is that the leading method, SFCN, was not reimplemented and tested using the current method's computational pipeline; this paper just re-prints previously published performance numbers.  Differences in the random partitioning of training and test sets, as well as differences in preprocessing pipelines, could have accounted for the reported performance differences.
Another weakness is that claims in the paper are not well supported.  Pointing to publications showing deep learners applied successfully to huge image sets, the assertion is made that deep learners must have such large training sets to perform well.  Poor performance of deep learners on small training sets has not necessarily been shown in these papers.
In the evaluation, we see the performance of the re-implemented methods, but not whether that performance is similar to that of prior publications with those methods.  In other words, it's not clear whether the author's reimplementations of these methods achieved the highest performance possible.
The argument that the proposed method is more readily interpretable than deep learners is not very convincing either.  It is possible to apply various schemes to ""trace"" the influence of each voxel through the machinery of the neural network, and thus get a quantitative sense of whether higher/lower intensity at that voxel tends to be associated with higher/lower age.
The argument that discriminative learners have more free parameters than generative ones is suspect.  Surely it is possible to assemble complex generative regressors and simple discriminative ones; people just choose not to.  The real point of this paper is not about generative vs discriminative, in my view- it is about complexity vs simplicity."	"The model proposes a causal forward model expressing the effects of variables of interest on brain morphology. However, the model is a linear model. Although a linear model is easy to interpret, the work doesn't motivate why a linear model is sufficient to capture all the nonlinear variation in structure and morphology given only variables like age and gender. The extensive research around deep learning (for both generative and discriminative models) has been to find the right ""features"" to generate/extract to faithfully capture the conditional probability distribution (of the brain image given other variables, in this case). Moreover, deep models also lend themselves to explainability and interpretability ([1, 2, 3]) and it is incorrect to say that discriminative models are harder to interpret. Moreover, the interpretability of the proposed ""causal model"" is not substantiated with experiments that show how the proposed model is different/better than other baselines in explaining different factors. For example, Figure 1 is really unnecessary and its not clear to me what exactly the figure is trying to convey. A comparison between baselines is required in the experiments to support the claim that the proposed method is a causal model that lends itself to better interpretation compared to other methods like VAE, SFCN or RVoxM). 
The paper has very little technical novelty. Linear generative models have been proposed before in the literature and the derivation of the posterior follows from the basic generalized linear models formulation. The major drawback of the linear model is also its lack of flexibility. Since the model only uses upto two covariates (age and gender) the model doesn't capture, for example, multi-modal behavior or non-linear deviations in the given generative model formulation.
Comparison is also slightly unfair with SFCN. For the same input (affine T1), SFCN has a consistently better than the proposed method for all training subject sizes. The tradeoff between accuracy and some other factor (training time, hyperparameter tuning) is not shown to justify the use of the proposed method rather than SFCN."
