id	title	review1	review2	review3
011	A New Dataset and A Baseline Model for Breast Lesion Detection in Ultrasound Videos	The use of the method for detection breast lesion in cases that it is know that a lesion is present requires justification.	Well justified and novel methodology. Excellent annotated data. Well done experiments and ablation studies. Offerning the annotated data and code to the community.	The anticipated dataset release was the main reason of my comments. The justification of the effectiveness of the proposed structure is limited.
012	A Novel Deep Learning System for Breast Lesion Risk Stratification in Ultrasound Images	The two factors that affected my decision were the unclarity of important issues in the methodology, and the inconsistent evaluation on the three datasets.	This paper is a solid approach for classifying malignant breast lesions. Probably most useful for clinical researchers and clinicians, but other medical vision researchers who work on multiclass learning tasks can also draw inspiration from this approach. Weaknesses are fairly minor.	The proposed method is novel, improves over baselines and has sound experimental validation. The results are validated on public datasets and ablation is conducted to show the utility of each component of the method.
013	A Novel Fusion Network for Morphological Analysis of Common Iliac Artery	Although the clinical hypothesis is meaningful, the paper lacks technical innovation. More importantly, the paper is the lacks evaluation related to comparing the quantitative results between anatomical information and the ground truth.	This paper has a clear motive and structure, and the network design is also innovative. There are details that can be improved and modified in the experimental section.	The proposed network that combines CNN and Swin Transformer is appealing. However, the task relevance of the method can be better designed.
014	A Novel Knowledge Keeper Network for 7T-Free But 7T-Guided Brain Tissue Segmentation	Lack of proper comparison results.	The simulation of 7T representations for 3T images is not clear.	I am confused about the practical application.
015	A Penalty Approach for Normalizing Feature Distributions to Build Confounder-Free Models	The proposed approach seems to be effective, however, more related work and a discussion on the assumptions implied in MDN are required.	The method is slightly beyond the MDN baseline and lacks the analysis of the proposed method. The experiment requires further comparisons between different other methods.	The writing and organization of this paper is clear. But some part of the paper does not follow the template (no keywords). The evaluation of this paper  is not enough, figure 3 only show the tSNE under some specific batch size.
016	A Projection-Based K-space Transformer Network for Undersampled Radial MRI Reconstruction with Limited Training Subjects	This is a very interesting approach with possible extensions in the future.	The recommendation is based on the method description and the results presentation.	While the presented method is novel, it was compared against previous models like U-Net that were designed for 2D images and not for handling radial scans of MRIs. As such, it is not possible to properly judge the merits of this method.
017	A Robust Volumetric Transformer for Accurate 3D Tumor Segmentation	Overall, the paper is well-written. The idea of designing a pure 3D transformer for medical image segmentation is interesting, this paper could be interesting to the audience of MICCAI 2022. My biggest concern is that no data augmentation is used in the experiments. This would affect all the comparison with other baselines.	Performance and Efficiency.	The performance of this network is great, but the content of this paper did not focus on the true contribution.
018	A Self-Guided Framework for Radiology Report Generation	The structure of the paper is very clear, the introduction is very detailed, and it is easy to reproduce.	The paper is novel interns of its pipeline and application.	Novel mechanism of using a mix of report and images for model training and using similarity comparer as QA step (alleviating need for humans for labelling or QA).
019	A Sense of Direction in Biomedical Neural Networks	This paper could be accepted on the basis of the novelty of the approach and the satisfying evaluation. However, it would greatly benefit from clearer writing.	I think the paper is very solid in its overall presentation, writing and evaluation. However, the improvements over MASC seem to be minor and as presented on the tested datasets, the proposed method is more of an alternative to MASC rather than addressing major drawbacks.	This paper integrates the information of the rotation and scale into a convolution neural network, which largely lightens the model parameters while achieving comparable or even better performance on three datasets. Nevertheless, a few points summarised in weaknesses and comments need clarification, e.g., what does the calibrated response shaping bring and how?
020	A Spatiotemporal Model for Precise and Efficient Fully-automatic 3D Motion Correction in OCT	"The give score is due to the proposed method being faster than alternatives, supposedly more accurate, and simper given the need for just a single mapping, which reverts on more simplicity, as well as more comfort for the patient.
However, I find the experiments section not to be as strong as it could have been. With proper experimentation and comparisons, utilizing hard numbers when comparing with alternatives, I would have definitely rated the paper higher."	The detailed explainations of the paper and the results seems good.	"1-The novelty paper should be more strong
2- the registration parameters are not described competently, for example in literature mentioned about Mutual information or SSD cost function. these should be included too
3-"
021	A Transformer-Based Iterative Reconstruction Model for Sparse-View CT Reconstruction	This paper proposed a novel hybrid network in unfolding manner, which combined convolution and transformer branches to simultaneously extract local and non-local regularization terms. However, more comparison results and ablation study were still needed to verify their main contributions.	This paper introduced transformer architecture into unrolling-based CT reconstruction network, proposed a novel module to extract deeper features, and achieved promising results.	Similar publications were found in literatures within the past five years. Everyone claimed nice results but not readily usable in clinic. Many authors did not understand the clinical requirement and only focus on algorithm parameter tuning. This manuscript is still following the old way though it includes detailed description of the network structures and results.
022	AANet: Artery-Aware Network for Pulmonary Embolism Detection in CTPA Images	The novel methodology and experiments	This paper describes the network structure and the experimental process completely, but the experimental results and discussion part are insufficient.The authors added artey-vein prior knowledge as a novel weight for PE segmentation, but did not compare with other methods.	The performance of the method is good, which outperforms existing methods, and the loss function mentioned could be generalized to other tasks. However, the study design could be improved (at least with better description in the paper).
023	Accelerated pseudo 3D dynamic speech MR imaging at 3T using unsupervised deep variational manifold learning	The demonstration of the developed algorithm in vivo is appealing. The lack of a gold standard reference is a challenging yet important step to accomplish and compare.	No fully sampled data is required for supervised training which is difficult to acquire for the speech MRI	The major factor is model novelty.
024	Accurate and Explainable Image-based Prediction Using a Lightweight Generative Model	I have chosen a strong accept, since I believe this to be a good paper, only with minor weakness. It is a well written document, the method is novel and it is illustrated in a useful and important application.	The main reason to accept is that it is a refreshing change of pace from the ever-more-complicated deep learners that dominate the landscape.  Carefully and thoughtfully evaluating a simple-minded alternative and its advantages is a unique contribution to the field.	"The paper proposes a simple framework for estimation of age and gender from brain images using a linear generative model as the likelihood function to derive a posterior for the covariate given the image. However, most methods (including those based on deep learning) are usually derived using a similar formulation (a likelihood term transforms into a ""loss function"") and the prior term turns into a ""regularization term"". Most Bayesian methods also use a similar framework and then optimize parameters. The proposed method is not very motivating or technically novel. Although both linear and non-linear benchmarks are used, and the paper proposes better predictive performance for low training samples, the performance of SFCN is consistently better than the proposed method. Moreover, the claims about a causal forward model are not substantiated with experiments showing if the proposed method provides any advantage compared to other baselines in interpretability and explainability."
025	Accurate and Robust Lesion RECIST Diameter Prediction and Segmentation with Transformers	While modest, the new model contributions are clear and yield state of the art performance. Clarity could be improved. While some ablation studies could be added, the current set of ablation experiments is pretty good.	"Overall, I am not fully convinced by the value of the method at hand:

Most importantly, many of the results seemed inconclusive, some remained unclear, and a few seemed inconsistent.
The idea in my perspective is current, but still has only limited novelty. The practical value of some of the method's concepts (e.g. the consistency loss) remained somewhat unclear to me.
Regarding these issues, the manuscript unfortunately does not provide a statistical evaluation, which could easily eliminate some of my reservations.
The sum of these issues combined with a variety of minor issues and the expected quality of MICCAI as a flagship conference therefore leads to my final recommendation."	"a transformer-based network (Meaformer, Measurement Transformer) for lesion RECIST diameter prediction and segmentation
(LRDPS), which involves three related and complementary tasks, including lesion segmentation, heat map prediction and key point regression."
026	Accurate Corresponding Fiber Tract Segmentation via FiberGeoMap Learner	Please refer to the comments in box 5.	This is a nicely designed method and shows a good result.	The paper proposes novel fiber tract segmentation approach including a novel geometric descriptor for fiber tracts and use of Transformers and self-attention for segmentation. The extensive evaluation shows significant improvement over state-of-the-art approaches. In addition, clinical application is demonstrated by comparing fiber density in autism versus controls.
027	ACT: Semi-supervised Domain-adaptive Medical Image Segmentation with Asymmetric Co-Training	The paper has good empirical results but lacks justification in the approach relating to the underlying distribution assumptions.	This paper proposes an interesting and novel idea to apply the co-training strategy to the SSDA problem. The performance is impressive. My concerns are (i) the experimental settings need more justification, (ii) some important technical details are missing in the manuscript, and (iii) the writing is not clear and needs to be improved.	The idea of the divide-and-conquer strategy for SSDA is well-motivated. The methodology and experiments are well-designed, and the results are promising for cross-modality segmentation. I highly suggest that the authors include more discussions on recent UDA and SSDA methods. Also, the authors should give more comparisons with these methods.
028	Adaptation of Surgical Activity Recognition Models Across Operating Rooms	"The first and second contributions are clearly trivial and straightforward. As for the 3rd contribution, pseudo label sampling, it is clearly functionally similar to distribution alignment which is proposed by AdaMatch. While the authors compared their method with AdaMatch in Table 2, I still encourage the authors to provide ablation studies on which one (distribution alignment vs pseudo label sampling) is the key.

Morevoer, I suspect that the slight disadvantages of AdaMatch compared with the proposed method may be attributed to the prediction cache (1st contribution). The authors are encouraged to also apply this trick to AdaMatch to fully justify the effectiveness of Pseudo Label sampling.

Overall, the technical novelities of this paper are weak and the experimental results do not properly justify the necessarity of the proposed pseudo label sampling."	The weaknesses of this paper are minors, it is very clear and provide all information to understand and reproduce the work. Moreover, it addresses an important issue in workflow recognition methods: the lack of generalization.	Limited technical contribution,  lack of information on the dataset and would like to see more metrics.
029	Adapting the Mean Teacher for keypoint-based lung registration under geometric domain shifts	The motivation is a little misleading with insufficient examples and experiments to support the arguments.	The method is novel, obtained very good results and the paper is very well written and presented.	"The paper deals with the area of UDA for registration which is underexplored.
The methods are new and solid, built upon well-validated approaches.
The experiments are through and the results are convincing."
030	Adaptive 3D Localization of 2D Freehand Ultrasound Brain Images	My main concern is the clinical motivation. The reason for developing the method is not convincing.	The original contribution is significant and has a wide scope for application and further improvements, maybe trackless 3D reconstruction if adequately validated.	In my opinion, working at datasets from different ultrasound machines is valuable. Especially when the goal is training novice sonographers. Although novelty of the work is not completely enough for MICCAI, but publication of the work will attract many attention in ultrasound community readers.
031	AdaTriplet: Adaptive Gradient Triplet Loss with Automatic Margin Learning for Forensic Medical Image Matching	The methodology of this work is concise and of elegant simplicity with good portability. It achieves significant results.	The method is novel, the analysis is comprehensive, the writing is clear, and the results are good.	Given the aforementioned points, I am currently opting for weak reject - while the paper is very well written, and both proposed methods are well motivated, the lack of comparison to the current Deep Metric Learning literature, as well as it not being clear to me how the proposed method in particular addresses the problem of FMIM make it hard to go for acceptance. I am however certainly open to have potential misunderstandings of mine pointed out during the rebuttal to update my score.
032	Addressing Class Imbalance in Semi-supervised Image Segmentation: A Study on Cardiac MRI	The main weakness is that the paper aims to improve the performance of the under-performing class, but the results do not show the benefits for the under-performing class. There are no results/discussions of the effects on the under-performing/minority class.	The paper focuses on a new training algorithm including a set of new mathematical formulation, and thus the methodological novelty is strong. The details of the experiments and parameter tuning is provided in the paper and in supplementary material. The method was well evaluated by comparing with other methods, and an ablation study was performed to show the effects of different components of the method. Finally, the result looks promising although the evaluation was only carried out on cardiac MRI datasets.	The application, the algorithm and the proposed strategy are tightly matched. It can be better after clarifying some details.
033	Adversarial Consistency for Single Domain Generalization in Medical Image Segmentation	As mentioned in the strength section, this paper is satisfactory in the aspects of novelty, algorithm design, and experiments.	Although the method itself shows some merit, the paper overall is not clearly written. The experiments being insufficient to support the hypothesis of the paper mutes the excitement.	The organization of the paper is good. Some technical novelty.
034	Adversarially Robust Prototypical Few-shot Segmentation with Neural-ODEs	See the weaknesses section.	Novelty, presentation quality and experimental results.	"I think overall extending Neural ODE to enhance the adversarial robustness for FSS is interesting.
And the authors conducted extensive experiments and compare against a range of baseline to demonstrate the effectness."
035	Agent with Tangent-based Formulation and Anatomical Perception for Standard Plane Localization in 3D Ultrasound	Well written paper, clear description of the methodology.	The formulation of the SP localization is essential for optimizing the RL framework. This work proposes a new formulation for SP localization in RL. The proposed formulation is unrestricted by directional cosines coupling with less action space than the previous ones (6 < 8). The reward function encourage the agent to perceive anatomical information. The tangent point formulation has been applied in other image application such as 3d reconstruction of  fetal brain in MRI. In results of comparison experiments, the proposed method outperforms all of the others on the most of the metrics. For the ablation studies, performance of proposed model has no significant improvements especially in SSIM. but some designed module lack ablation studies.	The paper is well-organised, presents a novel methodology and mostly justifies the methods well, whether it be in the design choice stage or post-results; some small weaknesses are present (see above), which if addressed, would make the manuscript stronger.
036	Aggregative Self-Supervised Feature Learning from Limited Medical Images	The proposed method is of technical novelty, and the experiments are very comprehensive to verify the effectiveness of the proposed method.	In general, the method in this paper is good enough for the MICCAI. It can bring more benefits by adding new SSL tasks into a pool for consideration. Though the experiment to compare with the standard method (training all SSL tasks together) is missing thus, it would not be comfortable to validate the effectiveness of this approach.	The overall method is well-designed, and my main concerns is the reported performance in the experiments. The performance of the baseline method SimCLR is lower than expected. For example, the accuracy of all the SSL baselines in Table 2 is almost the same as w/o SSL, which is inconsistent with results reported by existing works. Carefully tuning the hyperparameters of SimCLR may improve its performance and even outperform the proposed method. Therefore, the effectiveness of the proposed methods is not well evaluated in current experimental results.
037	An Accurate Unsupervised Liver Lesion Detection Method Using Pseudo-Lesions	A good, simple data augmentation trick that makes a big difference in at least one task (anomaly localization - so possibly useful for segmentation, too) is a valuable contribution to the community because it is easy to adopt.	The novelty is moderate, the paper lacks too many methodological details, which impairs the soundness of the study.	The paper shows how to use an unsupervised image translation technique (CycleGAN) to address the lack of paired data for accurate lesion detection. The AUC and other results show a demonstrated improvement of the proposed technique over other anomaly estimation baselines.
038	An adaptive network with extragradient for diffusion MRI-based microstructure estimation	Overall a decent paper. The technical difficulty is not high but good implementation and sufficient validations. A minor concern is marginal improvement in Fig. 3.	The manuscript is well-written and interesting to the MICCAI community. The method and the experimental design are sound.	The rating is based on the good performance of the proposed approach in dMRI microstructure estimation. As stated in previous sections, authors should resolve the several concerns in Q5 and Q8.
039	An Advanced Deep Learning Framework for Video-based Diagnosis of ASD	"The work introduces and releases a new dataset with accompanying model.
They do a thorough job of analysing the model and its performance. They also switch different components in/out of the architecture to assess their impact."	Although the paper lacks technical novelty, it has sound experimental setup and strong evaluation.	This work proposes a new dataset and pipeline for video based ASD detection. I think they are helpful for the community. However, the technical novelty is marginal. I prefer the weak reject as my rating at the current stage.
040	An End-to-End Combinatorial Optimization Method for R-band Chromosome Recognition with Grouping Guided Attention	The problem is defined well. Then, the proposed modules address these problems directly and successfully. Method description is proper and clear. The paper is written and organized well. Finally, the experiments are conducted properly including comparison with others and ablation studies. The contribution of the paper is shown clearly. There are just some minor weaknesses that can be addressed during rebuttals.	"*	The studied application is interesting and under-explored in the MICCAI community. 
*	The computational problem should be clearly described. 
*	The performance enhancement is modest."	The paper is generally well written and the problem is relevant for MICCAI. Some motivation for the problem is lacking and the paper can be slightly better organized. The authors are a bit liberal in the reproducibility report.
041	An Inclusive Task-Aware Framework for Radiology Report Generation	Paper is well written but need to answer a few question and clarify them with some reasonable justifications.	The main idea of this paper is to break down medical report into anatomical parts and generate the documents for each part instead of generate them as whole. This idea is adds small complexity while efficient to largely improve the performance.	novel approach
042	An Optimal Control Problem for Elastic Registration and Force Estimation in Augmented Surgery	The study addresses clinically relevant problem and the proposed method appears, in general, to be scientifically sound. However, before the manuscript can be accepted for publication, more detailed description of the methods used needs to be provided (see the comments in sections 5 and 8 of this review)) and specific description of how patient-specific material properties required by the proposed method can be reliably obtained in a clinical environment. It appears that this can be achieved by careful revision the manuscript without any need for obtaining additional results.	The method is clear and interesting, and the problem of finding the loads leading to a solution absolutely relevant. The major limiting factor is that the proposed method is not directly compared to other simulations or other loading approaches.	This method is very simple with no novelty. I suggest to utilize deep learning approaches
043	Analyzing and Improving Low Dose CT Denoising Network via HU Level Slicing	This is an idea that can be widely applied for many different neural networks and approaches, even for different applications. The enhancement of performance of the  is very significant.	"The topic of the paper is relevant and interesting to the MICCAI community.
It presents an innovative idea (HU level slicing ) that can be used in existing methods to enhance the denoising performance in Low Dose CT Denoising.

Some important information is missing in the experiments, but it's not complicated or expensive for authors to include it. This missing information affects to the reproducibility of the experiments.

The code is not available, but enough details to reproduce it are given."	The major factor for my recommendation is the novelty of the proposed method. HU level slicing is heuristic and validated with many different settings for robustness check. Theoretical analysis should be included for justification of using HU level slicing.
044	Analyzing Brain Structural Connectivity as Continuous Random Functions	"The creativity of the proposed solution to the atlas problem.
The clarity of the exposition."	The methodology novelty is good.	"Authors need to clarify their theoretical analytics and proof with more details.

Authors need to validate their proposed method with peer machine learning algorithms."
045	Anatomy-Guided Weakly-Supervised Abnormality Localization in Chest X-rays	The experiments are comprehensive and the results are strong. But the idea of using reports to aid disease localization in chest x-rays is not novel.	Good quality paper with a clear introduction of the method and well-organized experiments, though there are some possible improvements in the comparison study and evaluation data.	According to paper submission guidelines, for supplementary, authors should not submit text materials beyond figure and table captions, definition of variables in equations, or detailed proof of a theorem. The authors violated this guideline.
046	Anomaly-aware multiple instance learning for rare anemia disorder classification	Please see the weakness of this paper.	See above.	Both the strength and the weakness are obvious in this work. The strength is slightly over the weakness. I would recommend weak accept.
047	Assessing the Performance of Automated Prediction and Ranking of Patient Age from Chest X-rays Against Clinicians	The proposed method is motivated and the results are convince, expect for some issues. Currently, I recommend to accept and expect the replies in the rebuttal.	"The paper uses an impressive large dataset and some of the presented results are interesting. However, the clarity of the paper must be improved and some of the results are not reported correctly in figures and tables.
The description of the framework should also be extended so that relevant hyperparameters required for training the system are correctly described."	"The study is very interested. Well written organised. They deliver and answer their hypothesis questions. There is a novel idea of the network and how to combine GAN with regression models to predict the age of a patient from X-ray.
My only concern is in the human AI comparison.
The authors used test cohort for this which may include images from the six hospitals protocols whic the AI network already know through training. This si not a fair comparison with human experts. The authors need to compare in a cohort where the AI tool never show before the hospital's protocol modality resolution and quality of the images. By this way the comparison is fair with the human experts.
Please kindly answer the above question."
048	Asymmetry Disentanglement Network for Interpretable Acute Ischemic Stroke Infarct Segmentation in Non-Contrast CT Scans	The paper has significant strengths, an intuitive idea, clear presentation. It has weaknesses, but the strengths outweigh them I believe.	"Good presentations of a sophisticated approach. 
However, some details and potential issues need clarifications."	Overall a nice paper, the idea to utilise dientanglement to separate symmetries is interesting, I think its a paper that looks to exploit the available data and at the same time improve current models so I did enjoy reading it.
049	Atlas-based Semantic Segmentation of Prostate Zones	"The idea of building the voxel-wise probabilistic atlas to help the network capture anatomy prior is interesting, and the author has explained their approach clearly. The experimental results demonstrate superior performance against the baselines as well as some other methods. 
However, as mentioned in Question 5, some weaknesses affect the judgment of the contribution with this work."	Good paper, relevant topic but a concern that needs to be addressed.	While the approach has merit, the fact that the prostate segmentation is needed in order to segment the central gland reduces the enthusiasm for this work.
050	Atlas-powered deep learning (ADL) - application to diffusion weighted MRI	Good paper with solid results. Reproducibility could be improved by sharing the code.	Overall, I find the paper interesting but brought a bit downwards by novelty and some missing parts in the methods, thus my recommendation of weak reject	I think this is a fair conference paper, given the novel contribution of combining different aspects of atlases with DL for solving a widely practical problem of scalar diffusion and microstructure estimation from dMRI. Despite the limitations and comments I raised, this paper is valuable for discussing during the conference.
051	Attention mechanisms for physiological signal deep learning: which attention should we take?	While the paper does not propose new methods, the authors identify an area of the literature that has been scarcely investigated and perform an intuitive and interpretable experiment. The experiment is likely to be of use to other researchers who seek to apply CV methods to CNN architectures for 1D physiological signals. Because of the clarity of the experiments and the potential value to other researchers working on similar problems, I would recommend this paper for acceptance.	Although the manuscript's contribution is not significant, it still provides help in the selection of the attention mechanisms.	Although this paper provides a high-quality experimental guide on combining attention mechanisms with CNNs, novel designs and ideas are still lacking.
052	Attentional Generative Multimodal Network for Neonatal Postoperative Pain Estimation	The paper is clearly written, the problem is challenging and uses multiple modalities which are combine using autoencoders and attention layers. The architecture is interesting and the proposed approach reached the higuest reported accuracy in the literature.	"Lack of detailed information about the experiments: For example, authors do not describe how many data is used for the evaluation, how many pain/no pain cases there are. These information would help to understand the results exactly.
The results of the pain intensity estimation are seemed to be not good enough."	The paper proposes a novel multi-modal approach for the assessment of postoperative pain of neonates.  Instead of using early or late fusion techniques, a transformer-based attentional model is adopted to learn cross-modal features and generates final results.
053	Attention-enhanced Disentangled Representation Learning for Unsupervised Domain Adaptation in Cardiac Segmentation	Novel channel-wise disentangled representation learning alongside extensive experimental results.	The topic of unsupervised domain adaptation and application to cross-modality segmentation is interesting. The weakness of this paper is that the experiment results are not solid.	Some modules seem to be unreasonable as I mentioned before.
054	Attentive Symmetric Autoencoder for Brain MRI Segmentation	Pre-tranining, new additions to the SSL method.	Considering the SOTA performance on multiple benchmarks, the clear motivation as well as the novelties in SPE and ARLoss, although the paper does not fully verify and demonstrate the effectiveness and advantage of its symmetric novelty, I think the paper is definitely above borderline and has the potential for acceptance. I would like to see the rebuttal response from the author and adjust my rating of the paper.	This paper is an interesting work, and the experiment is sufficient.
055	Autofocusing+: Noise-Resilient Motion Correction in Magnetic Resonance Imaging	The overall methods are interesting but this reviewer finds it is limited in novelty and comprehensiveness in experimental comparison.	"The authors proposed a neural network-based regularization term to improve the autofocusing method. More detail about the method is necessary to appreciate the contribution of this work. It is also important to understand how gradMC, ""a powerful optimization-based autofocusing method"", performs so poorly even with minimal motion."	The work is nicely and comprehensively depicted. Some methodological choices require further justification or investigation. Overall, the work describes an interesting new concept for addressing motion correction via autofocusing and deep learning.
056	AutoGAN-Synthesizer: Neural Architecture Search for Cross-Modality MRI Synthesis	"Both MRI synthesis using GAN and neural architecture search is not new.
This  combination seem new."	"I focus on experiemental results and methods.
Both of them are good."	Please check the detailed comments
057	AutoLaparo: A New Dataset of Integrated Multi-tasks for Image-guided Surgical Automation in Laparoscopic Hysterectomy	"The need for having more publicly available data set justifies my leaning towards accepting the paper. The several questions I outline above justify why it is a ""weak"" accept."	"This work provides a novel dataset featured by ""multi-task"". However, I expect more contents to expose the value of ""multi-task"". At least the authors should tell why the three tasks are coupled and how to practically benefit the surgical automation as a whole."	This paper presents a newly annotated dataset to the CAI field. The paper is well-written, and the description and details of the dataset are adequate. Several state-of-the-art approaches have been tested on the dataset as example uses. Overall, this paper is acceptable.
058	Automated Classification of General Movements in Infants Using Two-stream Spatiotemporal Fusion Network	The research motivation is clear and the paper is well-written. In general, the idea of proposed method is not new and contribution is limted. Also, the comparison and ablation study cannot fully show the effectiveness of proposed method.	"The automated General Movement Assessment is a difficult and yet clinically very relevant problem. The proposed approach is sound, relatively simple (in the good meaning of the word simple)  and the obtained results (even with the mentioned evaluation weaknesses) are improving the state of the art. 
At this point the merits slightly weight over the weaknesses."	Detailed ablation study and technical sound.
059	Automatic Detection of Steatosis in Ultrasound Images with Comparative Visual Labeling	My recommendation is based on the novelty of the task and its immense applicability in the field of medical imaging where generating good quality labels is often difficult and impedes machine learning training. The paper is very well written and can stimulate research in application of comparative visual labeling to medical diagnostic labeling tasks more.	Authors proposed an interesting approach to the labeling problem in fatty liver disease diagnosis. However, the usefulness of the proposed method was evaluated on relatively small datasets, which makes it difficult to assess the results. Moreover, the usefulness of the proposed method might be limited in practice for larger datasets due to the requirement to generate image pairs.	The use of the Ranknet for this application is innovative but I think the authors should provide more information on the type of inputs to this network, and the way they have evaluated their performance.
060	Automatic identification of segmentation errors for radiotherapy using geometric learning	"This paper attempts to train a solution for identifying segmentation errors.
Segmented parotid glands were perturbed with a tiny amount of random noise,
and then smoothed.  The network architecture is interesting, containing
both a CNN and a graph NN.  Graph elements are classified into 5 groups
related to their distance from the original segmentations.
Overall, this is a worthwhile paper in that it targets an important problem
and the approach is plausible.  The evaluation is fine, but without a proper user 
study we cannot really know if this will be useful."	The novelty and practical relevance of the introduced method outweighs the weaknesses of the work. The selection of the hyperparameter can be adapted to meaningful contouring errors and the evaluation extended to at least the human annotator in the used dataset (better to results of a current automated approach), in order to additionally get an evaluation on practical but not only synthetic contours. The partly incorrectly used terminology must be corrected, but overall, the methods innovative combination of CNNs and GNNs to consider both appearance and topology very efficiently for contouring error prediction justifies an accept.	The idea is relatively new.
061	Automatic Segmentation of Hip Osteophytes in DXA Scans using U-Nets	"The contribution is rather fair.
Direct use of the existing U-Net for the segmentation"	"Analysis of osteophytes (morphological and whatnot) in a rapidly emerging and important topic in scope of understanding the clinical picture of osteoarthritis progression. The study provides new evidence into the performance of automatic methods in the task, thereby complementing the sparse existing literature on the topic. The presented results have a good potential to facilitate a discussion on the best practices in annotation of osteophytes, longitudinal studies of their morphology, etc.

The study is conducted in a very principled way (excellent justification and description of the method components and the performed steps).

The overall novelty of this study in terms of methodolgy is rather limited."	This is a well-written paper with an interesting topic and results, but the methodology is not quite novel so I rate this paper as 'accept' rather than 'strong accept'.
