id	title	review1	review2	review3
011	A New Dataset and A Baseline Model for Breast Lesion Detection in Ultrasound Videos	The authors report on the development of a network for breast lesion detection in ultrasound video clips. In addition, the authors collected and annotated a video dataset consisting of 118 videos for use in breast lesion detection and classification.	The authors focus on DL for breast nodule detection and classification in sequences of ultrasound images. They provide a data set of expert annotated 188 videos. They also design and propose a network using local information of consecutive US frames and shuffled ones, aiming at using both local and global features. The network is well explained. The results are nicely analyzed through a comparative and an ablation study. The authors offer the data set and their code to the community.	This paper presents an empirical study on detection and classification of breast lesions in ultrasound videos by utilizing transformer. The general topic of the paper is very interesting specially in the domain of ultrasound videos. The authors further proposed the release of their annotated dataset upon the acceptance of their work. The paper proposed inter- and intra-video fusion blocks based on attention mechanism prior to transformer block.
012	A Novel Deep Learning System for Breast Lesion Risk Stratification in Ultrasound Images	The paper presents new architecture for training a cancer prediction in breast ultrasound images. This architecture has several key-elements:  (1) dual-task prediction of cancer label (pathology) and the BI-RADS score (radiologist)  (2) teacher-student architecture, with a potentially novel way to derive the soft labels from the teacher's prediction (3) consistency loss on cancer and BI-RADS predictions, as the two labels are usually correlated (4) cross-class loss on BI-RADS predictions, as the 6 BI-RADS classes are ordinal, so the loss depends on the distance from the true class and the predicted class. Evaluation results include comparison to single-task state-of-the-art architectures, and an ablation study.	The paper presents a framework for classifying the BI-RADS score (malignancy risk stratification) as well as true (path-proven) malignancy of breast lesions from ultrasound. The framework uses a teacher-student model, where the teacher provides soft labels to the student. The student is also required to output consistent predictions for BI-RADS and path-malignancy (Consistency Supervision Mechanism), and is penalized more strongly for greater errors (Cross-Class Loss Function). The authors demonstrate this framework outperforms current approaches, which typically train a model to jointly classify BI-RADS and path-malignancy.	The paper presents a novel use of soft-labels to improve the breast lesion malignancy prediction and BI-RADS category prediction. The soft labels are generated using a teacher network which intern trains a student network. Two loss functions are proposed, CSM to enforce consistency between the 2 tasks and CCLF to penalize large deviations in BI-RADS class.
013	A Novel Fusion Network for Morphological Analysis of Common Iliac Artery	This paper proposed a new method for morphological analysis of the common iliac artery. This paper provided a new framework that combines CNN and Transformer, addressing the challenging task of CIA morphological analysis. This paper is the first automatic approach to morphological analysis of the common iliac artery.	The paper proposed a new module Cross-Fusion block and Transformer structure. And the paper designed to provide a new solution for common iliac artery segmentation and morphological analysis tasks.	The authors propose a novel fusion network, combining CNN and Transformer is proposed to address the morphological analysis of common iliac artery issues. The experiment demonstrates that their method outperforms the best previously published results for this task.
014	A Novel Knowledge Keeper Network for 7T-Free But 7T-Guided Brain Tissue Segmentation	The proposed method fuses features from 7T-like images and 3T images to segment brain tissues. As 7T images are not available simply compared to 3T, the proposed method use 7T features without directly using 7T images.	This work proposed a knowledge keeper network to guide brain tissue segmentation by taking advantage of 7T representations without explicitly using 7T images.	The author proposed a novel knowledge keeper network (KKN), trained via KD and KT, to guide and train a brain tissue segmentation model using 7Tlike representations in a 7T-free domain.
015	A Penalty Approach for Normalizing Feature Distributions to Build Confounder-Free Models	The authors propose an alternative optimisation scheme to impose the orthogonality constraint proposed in the MetaData Normalization paper.	This paper proposed a penalty term for MetaData Normalization. Unlike the original linear regression based method, the PMDN learn the projection \beta using a neural network. Experiment shows improvement over the baseline method MDN on several dataset.	This paper proposed a Penalty MetaData Normalization (PMDN) method. PMDN extend the conventional MDN whose performance is confined by the sample size of a mini-batch, by using a penalty method so that the linear parameters within the MDN layer are trainable  and learned on all samples. The results show that the proposed PMDN method can improve the classification performance compared to other four methods.
016	A Projection-Based K-space Transformer Network for Undersampled Radial MRI Reconstruction with Limited Training Subjects	The authors propose a new  deep-network, based on Transformers, to reconstruct  radially-sampled K-space data.	The main contribution of this paper is the projection of k-space and the application of the transformer in utilizing both the real and imaginary parts of the k-space in prediction in the k-space domain.	"o	The paper proposes a method for reconstructing GRASP MRIs by arranging the radial k-space lines as a sequence (in order of acquisition time). This sequence is then fed into a transformer network which outputs the fully-sampled radial k-space as output. Further, the paper explores multiple data augmentation techniques to improve performance. This model obtains superior results compared to previous methods on a small dataset containing scans from multiple anatomies."
017	A Robust Volumetric Transformer for Accurate 3D Tumor Segmentation	This paper proposes a 3D pure transformer architecture, called VT-UNet, for volumetric medical image segmentation. The network can directly work on 3D volumes. The authors design an encoder block with two consecutive self-attention layers for feature extraction and a decode block with parallel cross-attention and self-attention to recover the learned features for segmentation. Experimental results on a large MRI dataset demonstrate its superior performance compared to other baselines. The author also did a robustness analysis to show the VT-UNet is more robust to artifacts.	The paper proposes a transformer architecture for volumetric segmentation with a new design that encodes local and global features. The method obtains competitive performance in BraTS data.	The author proposed a decoder block, which uses one shared projection of the queries and independently computes cross and self-attention. Besides, The author combined a lot of mature and well-known structures, and the performance of the network outperforms other SOTA.
018	A Self-Guided Framework for Radiology Report Generation	They presented a self-guided framework to obtain the potential medical knowledge from text report without extra disease labels. It can assist the network in learning fine grained visual details associated with the text to alleviate the data bias problem.	"*	The paper proposed to use labels from unsupervised clustering of radiology reports to learn visual feature-extractor from medical images. This approach alleviates the need of supervised image-level labels to train the visual feature-extractor. 
*	The learned visual features are then used in a transformer-based caption generator to write the corresponding report.
*	The report generator further used a supervised cosine similarity loss to compare the generated and ground-truth report."	Novel use of mixed image and text based strategies to build robust models that can generate reports without the need for tedious pixel level annotation and image captioning.
019	A Sense of Direction in Biomedical Neural Networks	"The authors propose an interesting convolutional module that combines local rotation and local scale encoding. They build upon [1] and propose three novelties to improve the design of [1]: 
A calibrated Response shaping instead of the response shaping proposed in [1]. 
An additional loss term that promotes the rotational symmetry of the learned kernels by computing a distance from the kernels at different orientations to a set of reference Gabor functions.
An additional module, called index map featurization allows encoding the local scale and local orientation of the input and propagates this information to downward layers.
[1] Liu, Zewen, and Timothy Cootes. ""MASC-Units: Training Oriented Filters for Segmenting Curvilinear Structures."" International Conference on Medical Image Computing and Computer-Assisted Intervention. Springer, Cham, 2021."	The paper presents an improvement of the MASC method which introduced computation of oriented filters in CNN networks to detect curvilinear structures while significantly reducing the needed parameters compared to having to learn each orientation individually as in standard CNNs. The main improvements of the method proposed in this paper are a new regularisation function added to the loss which aims at better balancing orientational relationships between kernels as well as integrating pyramid representations to handle responses at different scales.	This paper proposes a network, called G-MASC, to encode rotation and scale into the convolution to adapt the model to vessel segmentation and histology segmentation tasks. This explicit encoding can reduce the redundancy of kernels in traditional CNN, thus largely lowing the size of the network. Information on the direction and scale can benefit the analysis of curvilinear structure, e.g., retinal vasculature, and authors evaluate the proposed model with MoNuSeg, DRIVE, and CHASEDB1 datasets.
020	A Spatiotemporal Model for Precise and Efficient Fully-automatic 3D Motion Correction in OCT	The paper introduces a novel model and an optimization for volumetric distortion correction in OCT. The method allows for performing. It estimates A-scan positions in a single mapping, combined with a forward warping that allows correction in all 3 dimensions while avoiding the need for repeat scans. It also performs parameterization with respect to time, which allows for fully continuous parameters. Finally, by structuring the feasible distortions in OCT, a forward interpolation scheme is utilized, providing more accurate results while requiring less computational time than competing methods	The authors proposed a motion model and a corresponding fully automatic, reference-free optimization strategy for volumetric distortion correction in OCT.	eye emotion during scanning OCT images causes artifacts, This paper, introduce a registration method to compensate 3D-OCT eye motion.  The author claim that their result are promising and improved dramatically  compare to the state-of-art.
021	A Transformer-Based Iterative Reconstruction Model for Sparse-View CT Reconstruction	This paper proposed a novel transformer-based iterative reconstruction model for sparse-view CT reconstruction problem. The authors combined convolution and transformer branches to simultaneously extract local and non-local regularization terms. Besides, an iteration transmission module was introduced to further promote the efficiency of each iteration. The experiment results demonstrated competitive performance in artifact reduction and detail preservation.	This paper proposed a sparse-view CT reconstruction network incorporated with transformer. The proposed network introduced FBP into the iterative schemes instead of back-projection to accelerate the convergence.	"1 combine both local and nonlocal regularizer with neutral networks to achieve general prior.
2 apply IT module to connect the iterations to improve deep feature extraction."
022	AANet: Artery-Aware Network for Pulmonary Embolism Detection in CTPA Images	The authors propose a novel 3D fully convolutional network for pulmonary embolism (PE) detection with artery-aware. An artery context fusion block is embedded in the network to generate artery context to guide PE detection. Even-dice loss is introduced to avoid gradient exploding. The method was evaluated with a public dataset (CAD-PE), and achieved state-of-the-art performance.	The authers proposed an artery-aware 3D fully convolutional network (AANet) that encodes artery information as the prior knowledge to detect arteries and PEs. They developed An artery context fusion block (ACF) generating the context of artery as in-network prior knowledge to guide PE prediction. The methods are evaluated on the CAD-PE dataset with the artery and vein vessel labels which shows good performance.	Clinically, this paper aims at pulmonary embolism detection. Technically, this paper puts forward a way to introduce attention to arteries in the segmentation networks.
023	Accelerated pseudo 3D dynamic speech MR imaging at 3T using unsupervised deep variational manifold learning	The authors pursue improving the spatio-temporal resolution (and image quality) of dynamic speech imaging using a manifold approach to collect 2D slices and time to arrive at a composite 3D volume over time.	The authors propose an unsupervised deep variational manifold learning approach for reconstructing pseudo-3D dynamic speech MRI from sequentially acquired under-sampled (k-t) space measurements of multiple 2D slices. The propose method shows better performance than conventional compressed sensing reconstruction methods in 2 initial subjects.	In this paper, an unsupervised deep variational manifold learning was applied for temporal-spatial fast speech MRI. The experimental results show some subjective superiority of the proposed method over other TV-based methods.
024	Accurate and Explainable Image-based Prediction Using a Lightweight Generative Model	The model presents a Lightweight Generative Model. It is not a deep learning model, and consequently has as its main advantage its linearity and invertibility. The model is illustrated in prediction of age and gender from brain scan images.	The main contribution is a demonstration that an extremely simple Gaussian model for image-based exogenous variable prediction may perform as well or better than far-more-complex peers that have significant disadvantages (larger number of free parameters, lower interpretability), especially when the training set size is relatively small.	The paper proposes an alternative to non-linear discriminative methods for predicting variables of interest such as a subject's brain age from images. The alternative is formulated as a generative model that models the subject's image as a linear function of the subject's covariates (such as age, gender, etc.). This is then used as a likelihood model and a posterior of the variable of interest is constructed for discriminative analysis. To learn the generative model, maximum likelihood method is used and closed form solutions are employed. For tractability of the covariance of the noise matrix (which is underconstrained), the noise variable  is modeled using factor analysis with a smaller latent noise vector. To estimate these new variables, Expectation-Maximization is used. Experiments are performed on the UK Biobank dataset.
025	Accurate and Robust Lesion RECIST Diameter Prediction and Segmentation with Transformers	This work proposes an architecture and set of training objectives for RECIST lesion diameter prediction on DeepLesion data. As in some other works, the architecture involves a convolutional encoder followed by a transformer encoder (with positional encoding). As in prior work, the architecture includes a convolutional decoder path that outputs a weakly supervised segmentation and heatmaps which indicate RECIST diameter keypoint positions. This work proposes the addition of a second decoding path which uses a transformer decoder with a keypoint regression output. Furthermore, this work proposes two consistency losses between the two decoding paths. Ablative experiments show that the transformer encoder is particularly useful (this has been proposed before for other tasks but not validated on this task) and the transformer decoder path with consistency losses yields an additional (though small) gain in performance.	The paper proposes a model for semi-automated RECIST diameter prediction and segmentation. The model is applied in two, consecutive steps, in which the first step aims to predict a rough bounding box, while the second aims to predict a segmentation map, heatmaps for long- and short-axes diameter keypoints, as well as an additional direct regression of these points. The paper evaluates the algorithm on a seemingly manually chosen and annotated subset of the DeepLesion dataset and achieves superior performance in comparison with a variety of other algorithms.	"the authors propose a transformer-based network (Meaformer, Measurement Transformer) for lesion RECIST diameter prediction and segmentation
(LRDPS), which involves three related and complementary tasks, including lesion segmentation, heat map prediction and key point regression. Two consistency losses are introduced to explicitly establish the relationship between these tasks."
026	Accurate Corresponding Fiber Tract Segmentation via FiberGeoMap Learner	This paper proposes a fiber classification method to identify fiber bundles from the whole brain tractography. The proposed method uses a new descriptor to represent the shape and position information of the fiber bundles, which are combined and then fed to the network for training a transformer-based deep learning model. Experiments have been performed to investigate the effectiveness of FiberGeoMap. In addition, the proposed method has been applied to autism data.	The authors propose a tractography segmentation method. This is a nicely designed method and shows a good result.	A novel fiber tract segmentation approach is proposed. First a novel descriptor, called FiberGeoMap, encodes the geometric features of the fiber by transforming to spherical coordinates and binning to predefined bins. Second, a computational framework, based on Transformers and multi-head self attention, is proposed for segmentation. Extensive evaluation using 103 fiber tracts plus no-tract categories on 205 HCP subjects are shown. Comparison with state of the art approaches shows significant improvement in dice scores over Tract-Seg and WMA. In addition, the application of proposed method in a clinical setting shows reduced fiber density (ratios) in Autism versus controls.
027	ACT: Semi-supervised Domain-adaptive Medical Image Segmentation with Asymmetric Co-Training	"Introduces the problem of semi-supervised domain adaptation (SSDA) into medical image segmentation
Proposes a co-training framework that integrates UDA and SSL (semi-supervised learning)
The empirical results show that the proposed approach performs well on the BraTS2018 dataset."	This paper focuses on semi-supervised domain adaptation (SSDA) in medical image segmentation. It first discusses the unsatisfactory performance achieved by unsupervised domain adaptation (UDA). Inspired by the recent success of SSDA methods on natural images, this paper proposes a new SSDA framework that is tailored to medical image segmentation. The proposed method is termed asymmetric co-training (ACT). Different from traditional co-training methods that describe each example using two different sets of features, ACT decouples SSDA into semi-supervised learning (SSL) and UDA, then applies the co-training strategy. Furthermore, this paper proposes exponential mixUp decay (EMD) to reduce the noise in generated pseudo labels. The proposed framework is evaluated on the BraTS18 database and outperforms previous UDA and SSDA methods by a large margin.	The authors propose an asymmetric co-training~(ACT) strategy to decouple labeled data into SSL and UDA for semi-supervised domain adaptation (SSDA). Two models are trained with labels from different domains and then boosted together with pseudo labels generated from each other. And exponential MixUp decay is proposed for gradual co-training. They validate the effectiveness of the proposed method on cross-modality brain tumor segmentation tasks, outperforming other SSDA and UDA methods.
028	Adaptation of Surgical Activity Recognition Models Across Operating Rooms	This paper proposes a domain adaptation method for surgical action recognition.	The authors have proposed a method to overcome the lack of generalization problem on models trained to recognize the surgical activity across different operating rooms. The authors propose to adapt the model that was originally trained on the source domain by predicting pseudo-labels on the target domain and using them to retrain the target model using augmented versions of the pseudo-labeled clips. The pseudo-labels are generated on the target domain based on the most confident labels from the source domain. The level of confidence is based on a threshold that is determined for each class during the model training on the source domain by taking into account the class imbalance. The authors evaluated the domain adaptation strategy by only providing labels in the source domain (unsupervised) and by also providing labels to a small portion of the samples in the target domain (semi-supervised). Both non temporal and temporal features are used for the surgical activity recognition.	This paper tackled the problem of phase recognition from external ceiling mounted cameras. The proposed approach wanted to address the problem of generalization from one operating room to another one. They have explored the use of both unlabelled data and labelled data from the target OR.
029	Adapting the Mean Teacher for keypoint-based lung registration under geometric domain shifts	This work is built on top of the mean-teacher-based framework (which was initially proposed for semi-supervised learning), where it adapts the perturbation (e.g., scaling, translation) and enforces consistency as well as introduces GCN to extract features. They also adapt the integration-based LBP to obtain the displacement fields. As such, the method can perform well in exhale-to-inhale lung registration.	In this paper, the author proposed a novel approach for domain adaptation registration. They introduced a method based on key-points registration, the Mean Teacher paradigm and graph convolution network. They experimented on a different lung registration dataset and compared with last published method.	A new registration to cope with domain shift was proposed via a keypoint-based registration model alongside self-embedding within the mean teacher framework.
030	Adaptive 3D Localization of 2D Freehand Ultrasound Brain Images	The authors developed a method to localize a 2D ultrasound image in the head of a fetus during an ultrasound examination.	This work contributes with a method to adapt a previously trained CNN for the localization a 2D ultrasound plane inside a 3D volume. The contribution allows for the application of the trained CNN to different sets of ultrasound volumes and video sequences.	Authors designed a framework that adaptively localizes 2D ultrasound images in the 3D anatomical atlas. They also fine-tuned their method after getting instances which provides double accuracy in quantitative results.
031	AdaTriplet: Adaptive Gradient Triplet Loss with Automatic Margin Learning for Forensic Medical Image Matching	"This paper improves triplet loss by imposing a panelty on the ""hard"" triplets whose negative sample stands close to the positive sample and the anchor in the feature space. The panelty was implemented by an adaptive gradients depending on the difficulty of negative samples. The proposed method greatly improved the matching results on the selected datasets."	This work proposed a new AdaTriplet loss modified from the Triplet loss to improve the image matching problem over the hard negative samples. It also proposed an AutoMargin method to adjust margin hyperparameters during the training.	This paper investigates image retrieval for forensic medical image matching by introducing a new triplet objective with corresponding margin adaptation method. In particular, the authors propose AdaTriplet, which combines the standard triplet loss with a simple regularization on anchor-negative distances, and AutoMargin, which uses distance statistics to automatically adapt both the standard triplet margin and the additional regularization margin parameter. The performance of these methods is evaluated on two FMIM benchmarks, showcasing convincing performance especially when the subject time differences increase.
032	Addressing Class Imbalance in Semi-supervised Image Segmentation: A Study on Cardiac MRI	This paper proposes an approach to improve the performance of semi-supervised learning for under-performing classes in imbalanced datasets. It proposes to record confidence indicators (entropy, variance, confidence) during training for every class. The indicators are combined using fuzzy fusion. A class sampling scheme uses the confidence score to sample classes. A dynamic training stabilization scheme is also proposed, which redistributes the losses from convincing and under-performing samples.	The paper presents a novel approach to address the class imbalance problem in semi-supervised image segmentation.	The submission presents a training strategy for student-teacher network to deal with the class imbalance problem in cardiac MRI segmentation. By investigating class-wise confidence and class-wise sampling rate, authors improve commonly used cross entropy loss by focusing more on less confident classes, and they further reach better training stabilization by utilizing dynamic modulation of weights.
033	Adversarial Consistency for Single Domain Generalization in Medical Image Segmentation	This paper proposes synthesizing new (unseen) domains in an adversarial manner for domain generalization in medical image segmentation. An adversarial domain synthesizer (ADS) is developed to generate images with the hardest perturbations. Mutual information is calculated to preserve the semantic information in the synthesis image. The performance has been evaluated on various organ segmentation tasks.	The authors propose a single domain generalization method that can be trained on a single source domain while being generalizable to various novel testing domains. The proposed method is based on an adversarial domain synthesizer that plays a contradictory role as a segmentor, making the segmentor sufficiently generalizable after model convergence.	"The paper proposes a strong assumption for single domain generalization that the distribution of unseen domains belong to the distribution of synthetic domains. Under this assumption, they design a new adversarial augmentation method for organ segmentation. The experimental results achieve the state-of-the-art and show the effectiveness under different settings.
In general, the organization and overall motivation are clear."
034	Adversarially Robust Prototypical Few-shot Segmentation with Neural-ODEs	The paper proposes a novel framework/architecture PNODE that can be employed to train adversarially robust few-shot segmentation models.	This submission proposes a novel adversarial defense framework against attacks on few-shot segmentation. Authors demonstrate the superior performance of their method to the traditional adversarial training. They also show the proposed framework generalizes well to common adversarial attacks such as FGSM, PDD and SMIA as well as to multiple data sets in both in-domain and cross-domain settings.	"In this work, the authors propose to use Neural-ODE for Few-shot Segmentation, which is robust to adversarial attack. The proposed PNODE method, based on Neural ODE, doesn't require prior knowledge on the type of adversarial attacks.
The authors perform experiments comparing with multiple baseline methods, the results show that the results are more robust to adversarial attack."
035	Agent with Tangent-based Formulation and Anatomical Perception for Standard Plane Localization in 3D Ultrasound	"This paper proposes an RL based approach to search for the standard plane in 3D ultrasound.
Contributions/claims:

This paper introduces a tangent-point based Standard Plane (SP) localization method that restricts the search space making optimization easier. Instead of relying on pre-registration it uses imitation learning to initialize the agent, thereby making optimization further easier.
It proposes an auxiliary task to enable differentiation between non-SPs and SPs.
It proposes a reward function that uses spatial and anatomical information to guide the agent."	The paper defines a new tangent-point-based plane formulation in RL to restructure the action space and significantly reduce the search space; designs an auxiliary task learning strategy to enhance the model's ability to recognize subtle differences crossing Non-SPs and SPs in plane search; and proposes a spatial-anatomical reward to effectively guide learning trajectories by exploiting spatial and anatomical information simultaneously.	The authors propose a localisation framework that uses RL with a novel tangent-based formulation and a novel anatomical landmark-based reward. Additionally imitation learning-based initialisation and an informative auxiliary task of state-content-similarity prediction, are used to aid  learning.
