id	category	title	words1	words2	words3
006	justifictation	A Closed-form Solution to Electromagnetic Sensor Based Intraoperative Limb Length Measurement in Total Hip Arthroplasty	27	13	23
006	repro	A Closed-form Solution to Electromagnetic Sensor Based Intraoperative Limb Length Measurement in Total Hip Arthroplasty	75	11	20
006	strenghts	A Closed-form Solution to Electromagnetic Sensor Based Intraoperative Limb Length Measurement in Total Hip Arthroplasty	65	49	54
006	total		672	399	227
006	weakness	A Closed-form Solution to Electromagnetic Sensor Based Intraoperative Limb Length Measurement in Total Hip Arthroplasty	221	60	23
007	contribution	A Conditional Flow Variational Autoencoder for Controllable Synthesis of Virtual Populations of Anatomy	33	30	96
007	detailed	A Conditional Flow Variational Autoencoder for Controllable Synthesis of Virtual Populations of Anatomy	209	2	54
007	justifictation	A Conditional Flow Variational Autoencoder for Controllable Synthesis of Virtual Populations of Anatomy	28	6	27
007	repro	A Conditional Flow Variational Autoencoder for Controllable Synthesis of Virtual Populations of Anatomy	9	6	12
007	strenghts	A Conditional Flow Variational Autoencoder for Controllable Synthesis of Virtual Populations of Anatomy	19	27	39
007	total		337	145	309
007	weakness	A Conditional Flow Variational Autoencoder for Controllable Synthesis of Virtual Populations of Anatomy	39	74	81
008	contribution	A coupled-mechanisms modelling framework for neurodegeneration	108	129	142
008	detailed	A coupled-mechanisms modelling framework for neurodegeneration	3	6	74
008	justifictation	A coupled-mechanisms modelling framework for neurodegeneration	24	20	55
008	repro	A coupled-mechanisms modelling framework for neurodegeneration	43	28	12
008	strenghts	A coupled-mechanisms modelling framework for neurodegeneration	106	34	63
008	total		583	292	518
008	weakness	A coupled-mechanisms modelling framework for neurodegeneration	299	75	172
009	contribution	A denoised Mean Teacher for domain adaptive point cloud registration	70	159	46
009	detailed	A denoised Mean Teacher for domain adaptive point cloud registration	12	671	23
009	justifictation	A denoised Mean Teacher for domain adaptive point cloud registration	66	55	27
009	repro	A denoised Mean Teacher for domain adaptive point cloud registration	28	128	3
009	strenghts	A denoised Mean Teacher for domain adaptive point cloud registration	118	36	18
009	total		352	1076	118
009	weakness	A denoised Mean Teacher for domain adaptive point cloud registration	58	27	1
010	contribution	A flexible framework for simulating and evaluating biases in deep learning-based medical image analysis	40	32	55
010	detailed	A flexible framework for simulating and evaluating biases in deep learning-based medical image analysis	425	180	167
010	justifictation	A flexible framework for simulating and evaluating biases in deep learning-based medical image analysis	65	75	30
010	repro	A flexible framework for simulating and evaluating biases in deep learning-based medical image analysis	5	18	16
010	strenghts	A flexible framework for simulating and evaluating biases in deep learning-based medical image analysis	70	82	41
010	total		689	723	409
010	weakness	A flexible framework for simulating and evaluating biases in deep learning-based medical image analysis	84	336	100
011	contribution	A General Stitching Solution for Whole-Brain 3D Nuclei Instance Segmentation from Microscopy Images	62	27	36
011	detailed	A General Stitching Solution for Whole-Brain 3D Nuclei Instance Segmentation from Microscopy Images	193	224	57
011	justifictation	A General Stitching Solution for Whole-Brain 3D Nuclei Instance Segmentation from Microscopy Images	58	12	61
011	repro	A General Stitching Solution for Whole-Brain 3D Nuclei Instance Segmentation from Microscopy Images	5	4	4
011	strenghts	A General Stitching Solution for Whole-Brain 3D Nuclei Instance Segmentation from Microscopy Images	43	16	30
011	total		371	290	226
011	weakness	A General Stitching Solution for Whole-Brain 3D Nuclei Instance Segmentation from Microscopy Images	10	7	38
012	contribution	A Model-Agnostic Framework for Universal Anomaly Detection of Multi-Organ and Multi-Modal Images	150	39	58
012	detailed	A Model-Agnostic Framework for Universal Anomaly Detection of Multi-Organ and Multi-Modal Images	67	136	6
012	justifictation	A Model-Agnostic Framework for Universal Anomaly Detection of Multi-Organ and Multi-Modal Images	7	26	30
012	repro	A Model-Agnostic Framework for Universal Anomaly Detection of Multi-Organ and Multi-Modal Images	37	19	9
012	strenghts	A Model-Agnostic Framework for Universal Anomaly Detection of Multi-Organ and Multi-Modal Images	49	90	70
012	total		412	362	260
012	weakness	A Model-Agnostic Framework for Universal Anomaly Detection of Multi-Organ and Multi-Modal Images	102	52	87
013	contribution	A Modulatory Elongated Model for Delineating Retinal Microvasculature in OCTA Images	31	78	81
013	detailed	A Modulatory Elongated Model for Delineating Retinal Microvasculature in OCTA Images	174	81	58
013	justifictation	A Modulatory Elongated Model for Delineating Retinal Microvasculature in OCTA Images	34	25	57
013	repro	A Modulatory Elongated Model for Delineating Retinal Microvasculature in OCTA Images	34	15	19
013	strenghts	A Modulatory Elongated Model for Delineating Retinal Microvasculature in OCTA Images	34	36	37
013	total		330	303	650
013	weakness	A Modulatory Elongated Model for Delineating Retinal Microvasculature in OCTA Images	23	68	398
014	contribution	A Motion Transformer for Single Particle Tracking in Fluorescence Microscopy Images	59	39	108
014	detailed	A Motion Transformer for Single Particle Tracking in Fluorescence Microscopy Images	66	27	72
014	justifictation	A Motion Transformer for Single Particle Tracking in Fluorescence Microscopy Images	13	18	43
014	repro	A Motion Transformer for Single Particle Tracking in Fluorescence Microscopy Images	12	28	1
014	strenghts	A Motion Transformer for Single Particle Tracking in Fluorescence Microscopy Images	86	31	58
014	total		693	173	454
014	weakness	A Motion Transformer for Single Particle Tracking in Fluorescence Microscopy Images	457	30	172
015	contribution	A Multimodal Disease Progression Model for Genetic Associations with Disease Dynamics	46	145	81
015	detailed	A Multimodal Disease Progression Model for Genetic Associations with Disease Dynamics	347	58	152
015	justifictation	A Multimodal Disease Progression Model for Genetic Associations with Disease Dynamics	17	40	4
015	repro	A Multimodal Disease Progression Model for Genetic Associations with Disease Dynamics	1	40	2
015	strenghts	A Multimodal Disease Progression Model for Genetic Associations with Disease Dynamics	33	29	27
015	total		488	553	282
015	weakness	A Multimodal Disease Progression Model for Genetic Associations with Disease Dynamics	44	241	16
016	contribution	A Multi-Task Method for Immunofixation Electrophoresis Image Classification	63	31	73
016	detailed	A Multi-Task Method for Immunofixation Electrophoresis Image Classification	72	98	221
016	justifictation	A Multi-Task Method for Immunofixation Electrophoresis Image Classification	9	52	32
016	repro	A Multi-Task Method for Immunofixation Electrophoresis Image Classification	15	19	31
016	strenghts	A Multi-Task Method for Immunofixation Electrophoresis Image Classification	45	13	53
016	total		224	251	451
016	weakness	A Multi-Task Method for Immunofixation Electrophoresis Image Classification	20	38	41
017	contribution	A Multi-Task Network for Anatomy Identification in Endoscopic Pituitary Surgery	16	73	138
017	detailed	A Multi-Task Network for Anatomy Identification in Endoscopic Pituitary Surgery	142	148	300
017	justifictation	A Multi-Task Network for Anatomy Identification in Endoscopic Pituitary Surgery	50	31	71
017	repro	A Multi-Task Network for Anatomy Identification in Endoscopic Pituitary Surgery	19	40	22
017	strenghts	A Multi-Task Network for Anatomy Identification in Endoscopic Pituitary Surgery	20	97	32
017	total		264	457	636
017	weakness	A Multi-Task Network for Anatomy Identification in Endoscopic Pituitary Surgery	17	68	73
018	contribution	A Novel Multi-Task Model Imitating Dermatologists for Accurate Differential Diagnosis of Skin Diseases in Clinical Images	47	27	45
018	detailed	A Novel Multi-Task Model Imitating Dermatologists for Accurate Differential Diagnosis of Skin Diseases in Clinical Images	63	22	18
018	justifictation	A Novel Multi-Task Model Imitating Dermatologists for Accurate Differential Diagnosis of Skin Diseases in Clinical Images	38	31	38
018	repro	A Novel Multi-Task Model Imitating Dermatologists for Accurate Differential Diagnosis of Skin Diseases in Clinical Images	26	18	5
018	strenghts	A Novel Multi-Task Model Imitating Dermatologists for Accurate Differential Diagnosis of Skin Diseases in Clinical Images	48	39	40
018	total		249	159	219
018	weakness	A Novel Multi-Task Model Imitating Dermatologists for Accurate Differential Diagnosis of Skin Diseases in Clinical Images	27	22	73
019	contribution	A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation	56	85	18
019	detailed	A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation	303	211	179
019	justifictation	A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation	21	14	9
019	repro	A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation	14	1	14
019	strenghts	A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation	78	55	12
019	total		541	382	271
019	weakness	A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation	69	16	39
020	contribution	A One-class Variational Autoencoder (OCVAE) cascade for classifying atypical bone marrow cell sub-types	89	43	55
020	detailed	A One-class Variational Autoencoder (OCVAE) cascade for classifying atypical bone marrow cell sub-types	170	127	112
020	justifictation	A One-class Variational Autoencoder (OCVAE) cascade for classifying atypical bone marrow cell sub-types	7	11	108
020	repro	A One-class Variational Autoencoder (OCVAE) cascade for classifying atypical bone marrow cell sub-types	48	16	15
020	strenghts	A One-class Variational Autoencoder (OCVAE) cascade for classifying atypical bone marrow cell sub-types	91	33	63
020	total		564	274	451
020	weakness	A One-class Variational Autoencoder (OCVAE) cascade for classifying atypical bone marrow cell sub-types	159	44	98
021	contribution	A Patient-Specific Self-supervised Model for Automatic X-ray/CT Registration	50	142	52
021	detailed	A Patient-Specific Self-supervised Model for Automatic X-ray/CT Registration	65	210	35
021	justifictation	A Patient-Specific Self-supervised Model for Automatic X-ray/CT Registration	60	18	89
021	repro	A Patient-Specific Self-supervised Model for Automatic X-ray/CT Registration	22	15	28
021	strenghts	A Patient-Specific Self-supervised Model for Automatic X-ray/CT Registration	78	57	76
021	total		584	602	330
021	weakness	A Patient-Specific Self-supervised Model for Automatic X-ray/CT Registration	309	160	50
022	contribution	A Privacy-Preserving Walk in the Latent Space of Generative Models for Medical Applications	44	46	42
022	detailed	A Privacy-Preserving Walk in the Latent Space of Generative Models for Medical Applications	28	37	38
022	justifictation	A Privacy-Preserving Walk in the Latent Space of Generative Models for Medical Applications	36	13	34
022	repro	A Privacy-Preserving Walk in the Latent Space of Generative Models for Medical Applications	7	13	22
022	strenghts	A Privacy-Preserving Walk in the Latent Space of Generative Models for Medical Applications	86	69	52
022	total		204	316	316
022	weakness	A Privacy-Preserving Walk in the Latent Space of Generative Models for Medical Applications	3	138	128
023	contribution	A Reliable and Interpretable Framework of Multi-view Learning for Liver Fibrosis Staging	74	55	62
023	detailed	A Reliable and Interpretable Framework of Multi-view Learning for Liver Fibrosis Staging	54	124	45
023	justifictation	A Reliable and Interpretable Framework of Multi-view Learning for Liver Fibrosis Staging	24	70	11
023	repro	A Reliable and Interpretable Framework of Multi-view Learning for Liver Fibrosis Staging	15	3	7
023	strenghts	A Reliable and Interpretable Framework of Multi-view Learning for Liver Fibrosis Staging	31	43	72
023	total		236	309	223
023	weakness	A Reliable and Interpretable Framework of Multi-view Learning for Liver Fibrosis Staging	38	14	26
024	contribution	A Semantic-guided and Knowledge-based Generative Framework for Orthodontic Visual Outcome Preview	33	37	59
024	detailed	A Semantic-guided and Knowledge-based Generative Framework for Orthodontic Visual Outcome Preview	34	72	161
024	justifictation	A Semantic-guided and Knowledge-based Generative Framework for Orthodontic Visual Outcome Preview	3	22	77
024	repro	A Semantic-guided and Knowledge-based Generative Framework for Orthodontic Visual Outcome Preview	17	11	14
024	strenghts	A Semantic-guided and Knowledge-based Generative Framework for Orthodontic Visual Outcome Preview	22	49	94
024	total		136	275	574
024	weakness	A Semantic-guided and Knowledge-based Generative Framework for Orthodontic Visual Outcome Preview	27	84	169
025	contribution	A Sheaf Theoretic Perspective for Robust Prostate Segmentation	73	53	66
025	detailed	A Sheaf Theoretic Perspective for Robust Prostate Segmentation	1	374	65
025	justifictation	A Sheaf Theoretic Perspective for Robust Prostate Segmentation	7	28	50
025	repro	A Sheaf Theoretic Perspective for Robust Prostate Segmentation	5	20	27
025	strenghts	A Sheaf Theoretic Perspective for Robust Prostate Segmentation	26	54	99
025	total		166	612	513
025	weakness	A Sheaf Theoretic Perspective for Robust Prostate Segmentation	54	83	206
026	contribution	A Small-Sample Method with EEG Signals Based on Abductive Learning for Motor Imagery Decoding	35	31	95
026	detailed	A Small-Sample Method with EEG Signals Based on Abductive Learning for Motor Imagery Decoding	9	38	52
026	justifictation	A Small-Sample Method with EEG Signals Based on Abductive Learning for Motor Imagery Decoding	61	17	12
026	repro	A Small-Sample Method with EEG Signals Based on Abductive Learning for Motor Imagery Decoding	7	12	11
026	strenghts	A Small-Sample Method with EEG Signals Based on Abductive Learning for Motor Imagery Decoding	15	32	79
026	total		188	143	294
026	weakness	A Small-Sample Method with EEG Signals Based on Abductive Learning for Motor Imagery Decoding	61	13	45
027	contribution	A Spatial-Temporal Deformable Attention based Framework for Breast Lesion Detection in Videos	35	37	30
027	detailed	A Spatial-Temporal Deformable Attention based Framework for Breast Lesion Detection in Videos	86	231	108
027	justifictation	A Spatial-Temporal Deformable Attention based Framework for Breast Lesion Detection in Videos	13	94	39
027	repro	A Spatial-Temporal Deformable Attention based Framework for Breast Lesion Detection in Videos	15	12	28
027	strenghts	A Spatial-Temporal Deformable Attention based Framework for Breast Lesion Detection in Videos	42	18	38
027	total		218	433	281
027	weakness	A Spatial-Temporal Deformable Attention based Framework for Breast Lesion Detection in Videos	27	41	38
028	contribution	A Spatial-Temporally Adaptive PINN Framework for 3D Bi-Ventricular Electrophysiological Simulations and Parameter Inference	105	56	144
028	detailed	A Spatial-Temporally Adaptive PINN Framework for 3D Bi-Ventricular Electrophysiological Simulations and Parameter Inference	10	73	221
028	justifictation	A Spatial-Temporally Adaptive PINN Framework for 3D Bi-Ventricular Electrophysiological Simulations and Parameter Inference	1	42	83
028	repro	A Spatial-Temporally Adaptive PINN Framework for 3D Bi-Ventricular Electrophysiological Simulations and Parameter Inference	70	8	38
028	strenghts	A Spatial-Temporally Adaptive PINN Framework for 3D Bi-Ventricular Electrophysiological Simulations and Parameter Inference	39	160	39
028	total		324	446	767
028	weakness	A Spatial-Temporally Adaptive PINN Framework for 3D Bi-Ventricular Electrophysiological Simulations and Parameter Inference	99	107	242
029	contribution	A Style Transfer-based Augmentation Framework for Improving Segmentation and Classification Performance across Different Sources in Ultrasound Images	40	84	14
029	detailed	A Style Transfer-based Augmentation Framework for Improving Segmentation and Classification Performance across Different Sources in Ultrasound Images	64	231	26
029	justifictation	A Style Transfer-based Augmentation Framework for Improving Segmentation and Classification Performance across Different Sources in Ultrasound Images	46	1	12
029	repro	A Style Transfer-based Augmentation Framework for Improving Segmentation and Classification Performance across Different Sources in Ultrasound Images	191	60	13
029	strenghts	A Style Transfer-based Augmentation Framework for Improving Segmentation and Classification Performance across Different Sources in Ultrasound Images	42	181	13
029	total		529	758	114
029	weakness	A Style Transfer-based Augmentation Framework for Improving Segmentation and Classification Performance across Different Sources in Ultrasound Images	146	201	36
030	contribution	A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging	30	43	46
030	detailed	A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging	26	2	60
030	justifictation	A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging	23	28	18
030	repro	A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging	37	12	10
030	strenghts	A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging	52	35	48
030	total		173	241	211
030	weakness	A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging	5	121	29
031	contribution	A Transfer Learning Approach to Localise a Deep Brain Stimulation Target	50	81	45
031	detailed	A Transfer Learning Approach to Localise a Deep Brain Stimulation Target	43	205	5
031	justifictation	A Transfer Learning Approach to Localise a Deep Brain Stimulation Target	21	43	19
031	repro	A Transfer Learning Approach to Localise a Deep Brain Stimulation Target	24	29	22
031	strenghts	A Transfer Learning Approach to Localise a Deep Brain Stimulation Target	111	30	40
031	total		355	443	240
031	weakness	A Transfer Learning Approach to Localise a Deep Brain Stimulation Target	106	55	109
032	contribution	A Unified Deep-Learning-Based Framework for Cochlear Implant Electrode Array Localization	20	32	92
032	detailed	A Unified Deep-Learning-Based Framework for Cochlear Implant Electrode Array Localization	149	2	199
032	justifictation	A Unified Deep-Learning-Based Framework for Cochlear Implant Electrode Array Localization	15	20	47
032	repro	A Unified Deep-Learning-Based Framework for Cochlear Implant Electrode Array Localization	10	3	27
032	strenghts	A Unified Deep-Learning-Based Framework for Cochlear Implant Electrode Array Localization	32	60	95
032	total		519	369	466
032	weakness	A Unified Deep-Learning-Based Framework for Cochlear Implant Electrode Array Localization	293	252	6
033	contribution	A Video-based End-to-end Pipeline for Non-nutritive Sucking Action Recognition and Segmentation in Young Infants	40	62	17
033	detailed	A Video-based End-to-end Pipeline for Non-nutritive Sucking Action Recognition and Segmentation in Young Infants	415	34	46
033	justifictation	A Video-based End-to-end Pipeline for Non-nutritive Sucking Action Recognition and Segmentation in Young Infants	71	74	26
033	repro	A Video-based End-to-end Pipeline for Non-nutritive Sucking Action Recognition and Segmentation in Young Infants	17	49	23
033	strenghts	A Video-based End-to-end Pipeline for Non-nutritive Sucking Action Recognition and Segmentation in Young Infants	47	12	59
033	total		700	316	218
033	weakness	A Video-based End-to-end Pipeline for Non-nutritive Sucking Action Recognition and Segmentation in Young Infants	110	85	47
034	contribution	A2FSeg: Adaptive Multi-Modal Fusion Network for Medical Image Segmentation	53	40	92
034	detailed	A2FSeg: Adaptive Multi-Modal Fusion Network for Medical Image Segmentation	31	103	4
034	justifictation	A2FSeg: Adaptive Multi-Modal Fusion Network for Medical Image Segmentation	29	23	4
034	repro	A2FSeg: Adaptive Multi-Modal Fusion Network for Medical Image Segmentation	3	14	2
034	strenghts	A2FSeg: Adaptive Multi-Modal Fusion Network for Medical Image Segmentation	32	20	24
034	total		220	303	387
034	weakness	A2FSeg: Adaptive Multi-Modal Fusion Network for Medical Image Segmentation	72	103	261
035	contribution	ACC-UNet: A Completely Convolutional UNet model for the 2020s	19	23	105
035	detailed	ACC-UNet: A Completely Convolutional UNet model for the 2020s	65	49	144
035	justifictation	ACC-UNet: A Completely Convolutional UNet model for the 2020s	18	34	39
035	repro	ACC-UNet: A Completely Convolutional UNet model for the 2020s	11	27	54
035	strenghts	ACC-UNet: A Completely Convolutional UNet model for the 2020s	26	41	94
035	total		211	195	496
035	weakness	ACC-UNet: A Completely Convolutional UNet model for the 2020s	72	21	60
036	contribution	Accurate and Robust Patient Height and Weight Estimation in Clinical Imaging using a Depth Camera	24	128	39
036	detailed	Accurate and Robust Patient Height and Weight Estimation in Clinical Imaging using a Depth Camera	5	332	150
036	justifictation	Accurate and Robust Patient Height and Weight Estimation in Clinical Imaging using a Depth Camera	36	48	25
036	repro	Accurate and Robust Patient Height and Weight Estimation in Clinical Imaging using a Depth Camera	13	44	14
036	strenghts	Accurate and Robust Patient Height and Weight Estimation in Clinical Imaging using a Depth Camera	31	98	25
036	total		309	701	317
036	weakness	Accurate and Robust Patient Height and Weight Estimation in Clinical Imaging using a Depth Camera	200	51	64
037	contribution	Accurate multi-contrast MRI super-resolution via a dual cross-attention transformer network	69	88	28
037	detailed	Accurate multi-contrast MRI super-resolution via a dual cross-attention transformer network	135	100	100
037	justifictation	Accurate multi-contrast MRI super-resolution via a dual cross-attention transformer network	42	37	53
037	repro	Accurate multi-contrast MRI super-resolution via a dual cross-attention transformer network	7	48	61
037	strenghts	Accurate multi-contrast MRI super-resolution via a dual cross-attention transformer network	64	31	55
037	total		420	353	343
037	weakness	Accurate multi-contrast MRI super-resolution via a dual cross-attention transformer network	103	49	46
038	contribution	ACTION++: Improving Semi-supervised Medical Image Segmentation with Adaptive Anatomical Contrast	82	37	78
038	detailed	ACTION++: Improving Semi-supervised Medical Image Segmentation with Adaptive Anatomical Contrast	133	15	11
038	justifictation	ACTION++: Improving Semi-supervised Medical Image Segmentation with Adaptive Anatomical Contrast	26	9	45
038	repro	ACTION++: Improving Semi-supervised Medical Image Segmentation with Adaptive Anatomical Contrast	20	6	7
038	strenghts	ACTION++: Improving Semi-supervised Medical Image Segmentation with Adaptive Anatomical Contrast	94	50	45
038	total		735	152	201
038	weakness	ACTION++: Improving Semi-supervised Medical Image Segmentation with Adaptive Anatomical Contrast	380	35	15
039	contribution	ACT-Net: Anchor-context Action Detection in Surgery Videos	75	32	72
039	detailed	ACT-Net: Anchor-context Action Detection in Surgery Videos	149	85	104
039	justifictation	ACT-Net: Anchor-context Action Detection in Surgery Videos	43	26	51
039	repro	ACT-Net: Anchor-context Action Detection in Surgery Videos	23	20	9
039	strenghts	ACT-Net: Anchor-context Action Detection in Surgery Videos	66	58	83
039	total		422	371	410
039	weakness	ACT-Net: Anchor-context Action Detection in Surgery Videos	66	150	91
040	contribution	Acute Ischemic Stroke Onset Time Classification with Dynamic Convolution and Perfusion Maps Fusion	50	117	43
040	detailed	Acute Ischemic Stroke Onset Time Classification with Dynamic Convolution and Perfusion Maps Fusion	45	758	346
040	justifictation	Acute Ischemic Stroke Onset Time Classification with Dynamic Convolution and Perfusion Maps Fusion	60	75	17
040	repro	Acute Ischemic Stroke Onset Time Classification with Dynamic Convolution and Perfusion Maps Fusion	44	36	44
040	strenghts	Acute Ischemic Stroke Onset Time Classification with Dynamic Convolution and Perfusion Maps Fusion	55	159	133
040	total		408	1280	815
040	weakness	Acute Ischemic Stroke Onset Time Classification with Dynamic Convolution and Perfusion Maps Fusion	154	135	232
041	contribution	Adapter Learning in Pretrained Feature Extractor for Continual Learning of Diseases	59	105	34
041	detailed	Adapter Learning in Pretrained Feature Extractor for Continual Learning of Diseases	63	200	72
041	justifictation	Adapter Learning in Pretrained Feature Extractor for Continual Learning of Diseases	5	37	3
041	repro	Adapter Learning in Pretrained Feature Extractor for Continual Learning of Diseases	15	4	30
041	strenghts	Adapter Learning in Pretrained Feature Extractor for Continual Learning of Diseases	23	76	38
041	total		305	559	232
041	weakness	Adapter Learning in Pretrained Feature Extractor for Continual Learning of Diseases	140	137	55
042	contribution	Adaptive Multi-scale Online Likelihood Network for AI-assisted Interactive Segmentation	111	83	124
042	detailed	Adaptive Multi-scale Online Likelihood Network for AI-assisted Interactive Segmentation	205	20	356
042	justifictation	Adaptive Multi-scale Online Likelihood Network for AI-assisted Interactive Segmentation	64	43	141
042	repro	Adaptive Multi-scale Online Likelihood Network for AI-assisted Interactive Segmentation	14	19	32
042	strenghts	Adaptive Multi-scale Online Likelihood Network for AI-assisted Interactive Segmentation	82	36	229
042	total		525	228	1141
042	weakness	Adaptive Multi-scale Online Likelihood Network for AI-assisted Interactive Segmentation	49	27	259
043	contribution	Adaptive Region Selection for Active Learning in Whole Slide Image Semantic Segmentation	33	42	47
043	detailed	Adaptive Region Selection for Active Learning in Whole Slide Image Semantic Segmentation	176	4	121
043	justifictation	Adaptive Region Selection for Active Learning in Whole Slide Image Semantic Segmentation	6	83	75
043	repro	Adaptive Region Selection for Active Learning in Whole Slide Image Semantic Segmentation	16	43	32
043	strenghts	Adaptive Region Selection for Active Learning in Whole Slide Image Semantic Segmentation	71	26	70
043	total		478	315	444
043	weakness	Adaptive Region Selection for Active Learning in Whole Slide Image Semantic Segmentation	176	117	99
044	contribution	Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs	43	49	114
044	detailed	Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs	34	97	5
044	justifictation	Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs	11	8	8
044	repro	Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs	19	13	12
044	strenghts	Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs	45	36	62
044	total		187	244	400
044	weakness	Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs	35	41	199
045	contribution	Additional Positive Enables Better Representation Learning for Medical Images	59	34	75
045	detailed	Additional Positive Enables Better Representation Learning for Medical Images	95	542	153
045	justifictation	Additional Positive Enables Better Representation Learning for Medical Images	34	5	45
045	repro	Additional Positive Enables Better Representation Learning for Medical Images	12	13	47
045	strenghts	Additional Positive Enables Better Representation Learning for Medical Images	47	13	59
045	total		301	617	541
045	weakness	Additional Positive Enables Better Representation Learning for Medical Images	54	10	162
046	contribution	Adjustable Robust Transformer for High Myopia Screening in Optical Coherence Tomography	60	21	37
046	detailed	Adjustable Robust Transformer for High Myopia Screening in Optical Coherence Tomography	79	5	113
